County,State,mean_life_expectancy,State_FIPS,County_FIPS,disability_rate,white_population,total_population,age_60_and_over,poverty_rate,housing_cost_burden,bachelors_and_above_percentage,median_gross_rent,age_15_to_44_percentage,gini_index,native_american_population,less_than_9th_grade_percentage,health_insurance_rate,unemployment_rate,median_household_income,asian_population,per_capita_income,total_population_race,high_school_only_percentage,median_home_value,black_population,age_18_and_under_percentage,Year
Van Buren County,Tennessee,75.5577165095296,47,175,17.7,5389,5552,16.1,22.4,34,8.4,473,81.1,0.468,0,10.3,13.8,7.8,31940,20,18986,5552,54.5,76400,40,7.7,2012
Van Wert County,Ohio,78.1932129785786,39,161,14.1,27911,28808,14.3,10.4,128,15.2,572,77.4,0.3932,33,3.0,9.6,9.8,44602,88,21858,28808,47.5,88600,325,7.8,2012
Van Zandt County,Texas,75.7716187601946,48,467,19.5,49242,52507,17.0,17.1,325,12.6,712,78.0,0.4377,441,7.5,23.0,7.2,42668,202,21529,52507,37.3,98100,1250,8.1,2012
Vance County,North Carolina,75.0853093012306,37,181,27.7,19115,45183,12.2,28.2,487,10.5,658,75.9,0.4514,129,10.1,16.5,11.7,34499,69,17760,45183,38.1,103600,22619,9.9,2012
Vanderburgh County,Indiana,76.8276616371405,18,163,12.9,155816,179610,12.2,15.4,2549,22.5,700,79.2,0.4506,383,2.9,12.6,6.4,43645,1753,24522,179610,34.5,113700,16053,11.2,2012
Venango County,Pennsylvania,77.4498287761158,42,121,17.1,53240,54865,15.8,16.3,518,14.8,564,80.4,0.4034,39,4.1,9.2,8.1,41814,182,21587,54865,49.1,79900,436,7.9,2012
Ventura County,California,81.6875318574591,6,111,9.8,600242,822794,10.5,10.3,8416,32.5,1447,77.0,0.4384,8733,9.7,16.2,9.3,76483,57239,32826,822794,18.9,465600,14795,10.5,2012
Vermilion County,Illinois,75.7481610363374,17,183,15.1,67679,81463,14.2,18.9,742,13.2,613,77.6,0.4279,158,4.0,12.0,11.4,40961,471,21169,81463,42.5,77200,10613,9.8,2012
Vermilion Parish,Louisiana,76.6679216816871,22,113,14.1,47334,58041,11.5,16.9,279,11.8,578,74.7,0.4602,256,10.5,16.9,7.7,44339,1217,22569,58041,44.8,94800,8316,8.6,2012
Vermillion County,Indiana,75.3902120225868,18,165,15.9,15982,16224,14.6,15.9,105,14.2,611,77.0,0.4474,69,4.2,14.3,9.0,41864,28,22703,16224,47.4,76400,21,7.7,2012
Vernon County,Missouri,75.802969074519,29,217,21.7,20255,20958,14.8,21.7,159,14.1,593,76.0,0.414,76,5.6,18.2,6.5,38138,132,19193,20958,43.6,83600,127,7.9,2012
Vernon County,Wisconsin,80.0859466197014,55,123,10.8,29078,29827,15.5,15.2,153,16.5,602,75.9,0.4086,40,7.9,17.4,5.6,44676,94,22183,29827,41.4,136800,96,6.6,2012
Vernon Parish,Louisiana,75.8267002726618,22,115,17.2,39634,51542,8.4,12.6,616,18.2,836,75.2,0.3946,636,4.4,13.8,7.4,46260,877,21548,51542,37.3,89300,7300,14.7,2012
Victoria County,Texas,77.51778294853,48,469,15.0,71237,87188,12.0,16.8,769,15.5,724,75.3,0.446,339,8.4,22.0,7.4,50097,999,24473,87188,31.8,106500,5499,9.3,2012
Vigo County,Indiana,75.9322550202077,18,167,16.3,94906,107805,10.8,19.0,1312,19.9,645,80.8,0.4606,364,3.8,15.2,8.3,40547,1895,21444,107805,35.9,91200,7250,15.2,2012
Vilas County,Wisconsin,78.9789427685526,55,125,18.0,18789,21489,25.2,14.0,260,23.2,674,84.7,0.4437,1831,1.8,9.8,9.4,40743,84,26423,21489,36.2,190800,184,5.7,2012
Vinton County,Ohio,75.2828090316415,39,163,17.9,13060,13397,13.5,21.4,83,6.9,581,78.3,0.4114,0,7.0,13.5,10.5,34432,9,17308,13397,49.6,77800,8,9.3,2012
Virginia Beach City,Virginia,79.8814563133633,51,810,9.7,301851,439528,9.2,7.4,6767,31.6,1224,77.7,0.4054,1200,1.9,9.9,6.3,65980,27541,31878,439528,24.1,272700,84398,11.7,2012
Volusia County,Florida,77.5191900530103,12,127,14.8,407410,495581,19.4,16.0,4068,22.1,899,82.8,0.4516,1665,3.7,18.3,10.2,43419,8006,24176,495581,32.0,158900,51487,9.9,2012
Wabash County,Illinois,78.1944127190549,17,185,16.4,11588,11935,15.8,12.9,90,16.2,546,80.6,0.4178,0,4.4,10.3,8.1,45011,97,23123,11935,37.0,80000,7,9.1,2012
Wabash County,Indiana,77.0951836327656,18,169,15.2,31671,32804,15.7,14.0,226,16.8,581,80.3,0.3969,303,5.5,11.4,10.2,44389,96,20863,32804,44.4,96600,219,10.4,2012
Wabasha County,Minnesota,82.0800079677359,27,157,10.8,21203,21636,15.9,7.8,149,17.0,622,78.4,0.4063,28,3.4,7.9,4.9,53537,85,27980,21636,43.8,159300,97,7.2,2012
Wabaunsee County,Kansas,78.8903440815747,20,197,11.9,6800,7048,14.7,6.8,38,16.5,658,77.5,0.3407,14,1.5,8.8,4.5,55817,10,23532,7048,48.1,109000,43,6.5,2012
Wade Hampton Census Area,Alaska,69.3213264483902,2,270,10.9,235,7556,4.5,29.7,10,5.0,567,63.1,0.3894,6843,9.7,30.1,27.2,40608,8,11380,7556,51.1,104300,8,14.4,2012
Wadena County,Minnesota,77.4615053862115,27,159,16.8,13337,13808,18.3,18.4,119,14.7,531,78.3,0.4461,195,5.3,8.8,5.5,35767,32,20164,13808,37.1,114900,57,8.3,2012
Wagoner County,Oklahoma,77.6545177428619,40,145,15.1,55906,73067,12.3,11.4,378,22.4,744,76.2,0.3937,6331,3.5,15.2,6.4,56821,976,24889,73067,34.2,137400,2525,7.7,2012
Wahkiakum County,Washington,79.2017506768323,53,69,23.5,3790,4003,23.6,16.0,20,16.9,554,84.2,0.4155,36,0.9,10.6,12.6,45335,32,25060,4003,35.9,191500,7,4.7,2012
Wake County,North Carolina,81.1169854522715,37,183,7.4,619850,905573,7.4,10.9,9924,49.1,890,75.8,0.4386,2766,4.4,13.4,7.6,65826,48689,33135,905573,17.0,230400,188710,10.0,2012
Wakulla County,Florida,76.7127120388798,12,129,16.2,25186,30449,9.9,14.1,199,14.3,867,81.4,0.404,165,4.5,11.9,9.7,53385,183,22789,30449,40.3,145100,4246,7.8,2012
Waldo County,Maine,79.1724741637303,23,27,16.5,37673,38761,15.3,15.5,277,24.1,699,80.9,0.4243,102,4.0,13.4,8.3,42238,163,23020,38761,39.9,156100,131,8.0,2012
Walker County,Alabama,71.0086526303479,1,127,23.2,61305,67016,14.3,19.8,418,10.4,579,79.0,0.4506,154,8.4,14.9,13.7,37408,166,20689,67016,37.1,83600,3672,8.4,2012
Walker County,Georgia,75.0645520396827,13,295,20.4,63347,68463,12.9,16.5,871,13.3,632,77.8,0.4478,273,8.5,17.5,13.1,38504,191,20528,68463,37.5,107400,2987,8.1,2012
Walker County,Texas,77.746808039713,48,471,10.0,49370,67447,8.4,22.6,500,13.8,715,88.3,0.4891,157,7.9,16.2,5.3,38654,718,16346,67447,34.4,110600,15263,16.8,2012
Walla Walla County,Washington,79.6858287735431,53,71,12.9,51104,58643,12.5,17.8,553,26.7,679,79.9,0.4456,610,7.5,13.9,6.0,47166,765,23698,58643,23.5,206300,998,13.4,2012
Wallace County,Kansas,79.3895270451535,20,199,11.1,1497,1508,16.5,8.4,4,20.8,375,80.7,0.3975,8,7.9,13.5,0.6,46932,2,23692,1508,42.0,64100,1,7.6,2012
Waller County,Texas,78.1908307685065,48,473,11.5,28956,42894,9.8,18.2,275,19.9,770,78.0,0.4466,469,8.5,25.9,7.6,51576,134,22524,42894,37.4,134900,10348,17.0,2012
Wallowa County,Oregon,80.3690972337076,41,63,20.0,6667,6938,23.5,14.5,17,23.5,677,82.9,0.4214,45,2.2,17.0,12.1,40204,13,22524,6938,38.1,192000,38,6.3,2012
Walsh County,North Dakota,78.5424799343243,38,99,16.6,10337,11131,18.1,10.7,96,15.5,496,80.7,0.4211,181,11.2,8.7,3.5,48044,12,26456,11131,33.0,68500,18,7.0,2012
Walthall County,Mississippi,74.1005243287793,28,147,22.5,8112,15405,13.5,26.9,17,12.1,582,75.8,0.4952,0,12.5,14.6,9.7,32260,0,16727,15405,34.9,79600,7124,8.8,2012
Walton County,Florida,77.5888126252622,12,131,16.6,48450,55349,14.9,16.4,473,23.8,973,81.6,0.4796,447,4.2,18.5,10.0,44254,529,26454,55349,31.1,164200,3037,7.8,2012
Walton County,Georgia,76.5042468360091,13,297,11.9,66919,83771,10.5,13.8,673,19.3,821,74.8,0.4199,285,5.0,16.4,9.5,52062,985,23061,83771,31.9,160000,12912,8.2,2012
Walworth County,South Dakota,77.6092644772388,46,129,13.6,4468,5443,20.9,11.2,61,24.0,478,78.4,0.4569,847,7.1,10.2,6.6,42711,19,25868,5443,33.8,72800,0,6.6,2012
Walworth County,Wisconsin,79.3394250610429,55,127,10.6,95486,102310,12.0,12.8,1036,25.5,809,78.9,0.4259,209,3.6,10.6,7.8,54443,737,27005,102310,34.9,198600,982,12.5,2012
Wapello County,Iowa,77.2596943299344,19,179,15.6,33122,35449,13.9,17.8,411,16.2,592,78.8,0.4468,68,6.2,11.4,9.0,41088,314,22825,35449,40.4,77500,469,10.3,2012
Ward County,North Dakota,79.7945665317239,38,101,11.4,55979,62013,10.6,10.1,412,24.4,670,79.0,0.4166,1265,3.9,8.6,2.9,53361,543,27272,62013,29.6,138000,1609,15.8,2012
Ward County,Texas,75.7357842118675,48,475,16.2,9229,10705,12.9,22.7,53,10.8,545,73.1,0.465,82,15.6,20.3,5.0,40222,33,21409,10705,33.4,52200,583,9.2,2012
Ware County,Georgia,74.5069783221159,13,299,19.6,24055,36099,12.3,23.6,405,13.7,618,78.6,0.4711,105,6.7,22.1,10.4,34700,335,18329,36099,43.0,84300,10758,10.5,2012
Warren County,Georgia,74.1209055800715,13,301,18.2,2141,5788,16.4,28.0,31,8.9,588,79.5,0.48,0,14.9,14.7,14.4,32155,89,18323,5788,46.7,65800,3511,8.7,2012
Warren County,Illinois,78.3304332475068,17,187,13.1,16109,17723,14.3,15.4,200,18.3,596,78.9,0.416,46,2.6,12.5,9.8,41138,154,20744,17723,36.4,83000,460,13.1,2012
Warren County,Indiana,78.7531785602367,18,171,16.3,8297,8490,14.9,9.4,32,14.1,676,79.0,0.4149,6,5.9,11.1,6.6,51504,18,25904,8490,43.2,98600,7,7.7,2012
Warren County,Iowa,79.8319844812265,19,181,10.0,44988,46239,11.9,7.3,304,26.8,707,75.7,0.3986,31,1.8,5.2,5.2,62778,171,29282,46239,34.7,154600,218,9.2,2012
Warren County,Kentucky,77.0764716072267,21,227,13.9,94913,113787,9.6,18.9,1303,26.4,648,78.6,0.4679,325,5.9,14.4,9.5,43509,3172,23537,113787,31.2,139800,10438,16.2,2012
Warren County,Mississippi,74.3112233852951,28,149,13.1,24565,48419,11.6,23.0,599,24.8,653,75.9,0.4792,87,5.6,20.0,8.3,40876,458,22413,48419,25.5,98900,22713,8.5,2012
Warren County,Missouri,78.5469831420477,29,219,15.4,30594,32440,13.9,14.4,124,13.9,700,76.8,0.4233,26,5.8,9.4,10.8,47877,72,24581,32440,38.0,153100,540,7.7,2012
Warren County,New Jersey,79.9187653742656,34,41,9.8,97693,108488,12.2,7.2,1125,29.9,980,78.4,0.3975,138,3.8,9.3,8.3,73056,2641,33573,108488,35.3,281600,4020,8.3,2012
Warren County,New York,79.8707116625893,36,113,12.8,63459,65700,15.6,11.1,640,28.3,829,81.2,0.425,292,3.1,10.4,7.2,54909,518,29369,65700,33.3,189700,648,8.2,2012
Warren County,North Carolina,77.6837793483243,37,185,32.4,8011,20860,16.3,24.4,163,11.4,634,80.8,0.47,782,12.3,17.7,10.2,34803,81,18902,20860,36.6,99700,10764,9.7,2012
Warren County,Ohio,79.5749782854194,39,165,9.1,193666,213146,9.6,6.4,1456,38.7,924,75.3,0.4095,219,2.0,7.4,7.5,72055,8156,32681,213146,28.2,191800,7135,7.6,2012
Warren County,Pennsylvania,78.3208008413361,42,123,16.6,40795,41613,17.2,12.0,301,17.4,558,81.3,0.4236,69,3.3,9.6,7.0,43108,174,23874,41613,48.4,87500,199,7.3,2012
Warren County,Tennessee,74.513317553322,47,177,18.1,36877,39767,13.3,22.9,259,11.7,551,77.5,0.4811,74,11.6,17.0,9.9,34008,238,19357,39767,42.7,91400,1137,8.1,2012
Warren County,Virginia,76.8524981441577,51,187,11.1,34487,37567,11.8,9.8,333,22.2,940,79.3,0.4383,121,5.5,13.4,7.4,61693,262,29554,37567,38.2,231700,1477,8.8,2012
Warrick County,Indiana,78.8488658800924,18,173,10.5,56685,59643,12.2,9.4,291,27.6,748,75.3,0.4261,131,1.7,10.2,6.8,61948,853,29915,59643,31.6,143900,515,7.2,2012
Wasatch County,Utah,80.5680848259442,49,51,7.0,22709,23661,8.4,8.2,87,33.7,954,69.2,0.4205,78,3.5,15.0,5.0,65012,193,26873,23661,21.1,313900,59,8.1,2012
Wasco County,Oregon,77.6534197905577,41,65,14.7,21386,25113,16.5,19.3,198,24.1,720,81.0,0.4269,1237,8.8,20.4,8.4,43601,247,22785,25113,25.0,182800,119,8.8,2012
Waseca County,Minnesota,81.3059682117472,27,161,9.9,18013,19089,13.2,8.8,144,21.1,570,77.4,0.3921,76,2.8,7.1,6.1,53433,112,25291,19089,38.2,140700,381,7.6,2012
Washakie County,Wyoming,78.392382562807,56,43,15.7,7892,8425,16.8,11.5,68,23.8,511,77.2,0.4536,66,2.8,13.2,5.9,44519,24,26908,8425,36.0,157700,31,8.5,2012
Washburn County,Wisconsin,78.3812207426692,55,129,15.6,15347,15893,20.5,12.9,108,20.2,613,82.4,0.4184,227,3.2,9.9,7.7,40892,90,24239,15893,38.4,148500,53,5.6,2012
Washington County,Alabama,74.7671249776603,1,129,22.0,11389,17407,13.5,17.1,46,6.9,570,75.5,0.4428,1364,6.8,16.7,18.0,42256,107,20797,17407,53.4,85800,4263,8.9,2012
Washington County,Arkansas,77.957927833903,5,143,11.8,163956,204057,8.4,19.5,2918,28.7,676,76.5,0.4786,2239,8.7,18.8,7.3,41429,4637,23211,204057,28.2,150000,6970,14.9,2012
Washington County,Colorado,80.1606316629255,8,121,12.6,4643,4796,17.1,10.1,53,16.3,528,80.7,0.4234,48,5.1,14.2,2.9,43925,10,24435,4796,40.0,112900,20,6.9,2012
Washington County,Florida,74.6847848509577,12,133,20.1,19760,24732,13.7,20.9,70,11.5,592,82.8,0.4183,175,9.0,17.5,12.7,38536,104,17497,24732,39.2,88500,3565,9.3,2012
Washington County,Georgia,75.6554816144758,13,303,15.0,9645,21092,10.6,24.7,152,9.8,530,79.0,0.4692,0,8.6,21.8,9.8,31441,45,16489,21092,45.8,80700,11197,10.3,2012
Washington County,Idaho,78.5126783615283,16,87,18.6,9276,10144,19.1,14.8,111,17.7,585,79.5,0.4317,28,8.5,19.1,12.1,36311,107,19582,10144,30.4,134400,0,4.5,2012
Washington County,Illinois,78.9632115016959,17,189,14.0,14346,14692,15.0,9.9,18,18.3,597,81.2,0.3793,7,4.7,8.2,5.0,54407,13,26247,14692,34.7,104800,125,8.2,2012
Washington County,Indiana,75.3561602016912,18,175,16.8,27735,28162,12.5,15.3,239,10.1,610,77.6,0.4045,37,6.0,14.1,10.5,41125,52,20268,28162,48.5,101200,125,8.1,2012
Washington County,Iowa,80.0296148725653,19,183,11.7,20625,21765,15.0,11.0,95,18.4,633,77.3,0.3948,6,8.1,10.8,4.4,52636,58,25438,21765,39.4,116900,185,7.0,2012
Washington County,Kansas,79.4062152657966,20,201,16.7,5672,5806,20.0,9.9,15,15.1,434,80.6,0.3887,34,5.9,8.1,3.3,42962,23,22060,5806,41.6,55800,52,7.1,2012
Washington County,Kentucky,76.7484846769994,21,229,16.6,10643,11701,13.2,15.8,75,16.5,581,77.9,0.4058,30,11.7,12.3,10.3,39748,18,19956,11701,47.2,109500,773,10.8,2012
Washington County,Maine,76.8377181217335,23,29,21.7,30322,32832,18.0,19.8,319,17.7,554,82.3,0.4214,1326,6.0,13.5,10.9,36486,142,20015,32832,39.9,103600,137,7.9,2012
Washington County,Maryland,77.7114314716787,24,43,14.8,125987,147882,12.1,11.9,1704,18.0,824,79.7,0.4193,410,4.6,10.1,8.1,54561,2265,26356,147882,38.7,218200,14534,9.1,2012
Washington County,Minnesota,81.8731876580296,27,163,7.6,210330,238721,9.7,5.6,1094,41.1,1077,76.1,0.4066,613,1.3,5.8,5.9,80747,12389,36857,238721,22.7,249300,8241,7.8,2012
Washington County,Mississippi,71.6376808123338,28,151,23.9,13841,51010,10.4,37.5,567,17.1,602,72.5,0.5007,97,10.6,20.8,20.9,27610,259,16157,51010,29.5,73700,36184,10.2,2012
Washington County,Missouri,73.9134677355961,29,221,24.3,24087,25120,12.7,23.7,106,7.0,505,79.4,0.4678,120,12.6,16.3,13.7,34015,58,18010,25120,42.3,75400,524,8.1,2012
Washington County,Nebraska,80.3610561559214,31,177,9.7,19718,20201,12.5,6.3,50,27.0,701,77.1,0.3791,35,1.1,7.3,2.6,65803,46,29083,20201,38.8,171400,100,9.6,2012
Washington County,New York,78.9937444916416,36,115,12.6,59603,63108,13.4,12.7,502,14.9,802,81.7,0.3894,75,5.5,10.7,9.8,50864,307,23512,63108,45.3,147000,1939,9.4,2012
Washington County,North Carolina,76.7496022302784,37,187,22.2,6067,13085,16.3,26.5,121,6.6,633,78.3,0.4702,46,8.1,17.1,21.1,33718,11,18445,13085,44.2,91800,6592,8.4,2012
Washington County,Ohio,77.1917887479537,39,167,18.7,59611,61751,15.6,15.6,448,16.6,581,80.7,0.4315,30,3.1,11.1,8.9,43829,431,23137,61751,46.8,108800,476,9.4,2012
Washington County,Oklahoma,77.1129511973382,40,147,17.6,40408,51112,15.9,14.7,365,27.6,628,78.2,0.4562,4096,3.2,15.6,6.6,47959,706,27325,51112,32.4,108100,1223,8.8,2012
Washington County,Oregon,82.1110833223254,41,67,9.3,409015,531818,8.7,10.9,6827,41.8,961,76.2,0.4257,6199,4.5,13.7,9.3,64375,46982,31476,531818,17.8,290900,9334,8.5,2012
Washington County,Pennsylvania,77.6613122799956,42,125,14.7,196156,207916,15.2,10.7,1441,26.6,630,81.1,0.4356,94,3.1,8.1,7.2,53326,1399,27778,207916,39.3,141000,6681,9.4,2012
Washington County,Rhode Island,81.287987975741,44,9,9.7,118920,126692,13.8,8.3,1190,42.8,996,81.9,0.4369,1081,2.0,6.5,7.0,72391,2299,36709,126692,24.0,331300,1812,13.8,2012
Washington County,Tennessee,76.5172060180112,47,179,16.2,113826,122840,13.7,17.3,1412,29.1,659,81.0,0.4832,348,5.8,13.0,7.2,42995,1474,25381,122840,28.5,145800,4743,11.1,2012
Washington County,Texas,78.8625152577002,48,477,14.6,26363,33628,16.2,15.0,270,25.5,756,78.9,0.4571,196,9.0,16.2,4.2,44162,485,23368,33628,32.4,142200,6005,12.5,2012
Washington County,Utah,81.3984689169493,49,53,10.9,129149,139484,16.7,14.5,1223,29.9,934,71.5,0.4193,1849,3.4,17.8,9.9,49145,988,20984,139484,23.7,223100,613,9.4,2012
Washington County,Vermont,80.2135369100491,50,23,11.7,57276,59462,12.8,8.9,759,36.6,824,81.6,0.4124,173,2.4,6.7,5.9,57276,522,29506,59462,31.0,206700,540,11.4,2012
Washington County,Virginia,77.3412127706371,51,191,18.8,53076,54691,16.0,12.4,495,21.8,615,82.0,0.4547,82,8.7,11.8,6.4,42844,229,24768,54691,32.0,133800,692,8.4,2012
Washington County,Wisconsin,81.0837691669264,55,131,9.1,126726,131840,11.9,5.4,1053,26.8,800,78.1,0.3975,141,2.5,5.9,5.9,66485,1477,32159,131840,32.6,229100,1321,7.1,2012
Washington Parish,Louisiana,72.653296261166,22,117,22.7,31677,47025,12.6,26.8,306,8.4,545,76.6,0.4926,85,9.7,20.5,15.9,30490,80,17294,47025,44.0,82600,14476,8.2,2012
Washita County,Oklahoma,75.729076920225,40,149,17.5,10562,11616,15.4,15.6,84,15.8,591,76.3,0.43,249,5.1,17.9,3.4,45417,9,23297,11616,42.5,73000,101,8.5,2012
Washoe County,Nevada,77.8905791103832,32,31,10.4,345079,422010,11.4,14.7,6263,27.3,918,78.6,0.4668,6765,5.6,21.0,10.6,53994,21573,29024,422010,24.9,226800,10372,10.7,2012
Washtenaw County,Michigan,80.9470764239408,26,161,8.5,258770,346010,9.0,14.6,4438,50.9,893,81.0,0.4689,1017,1.7,7.7,8.9,59063,27382,32853,346010,15.7,200300,42384,17.8,2012
Watauga County,North Carolina,81.1707108760676,37,189,9.2,48237,51103,11.2,28.8,567,40.0,804,87.7,0.5182,94,4.8,13.5,8.8,34848,482,21456,51103,21.4,233500,640,32.0,2012
Watonwan County,Minnesota,80.7417909236698,27,165,11.3,10225,11177,16.8,11.7,46,11.5,548,76.8,0.4128,15,8.8,11.7,6.2,49210,133,24760,11177,41.8,95100,106,8.1,2012
Waukesha County,Wisconsin,81.559907709668,55,133,8.9,365185,389740,12.7,5.0,2780,40.3,906,78.5,0.415,537,1.3,4.7,5.5,75689,10093,37282,389740,23.7,257700,4949,7.4,2012
Waupaca County,Wisconsin,77.8096800151431,55,135,13.0,51003,52377,16.5,10.5,241,15.2,642,80.4,0.3928,265,3.4,7.0,7.8,49777,248,24760,52377,46.6,138000,278,7.2,2012
Waushara County,Wisconsin,79.3187836887822,55,137,15.4,23301,24565,18.5,12.3,193,12.9,635,83.9,0.3951,118,4.3,11.9,9.1,43582,123,22587,24565,44.2,138300,459,7.3,2012
Wayne County,Georgia,74.5948368825111,13,305,17.8,22711,30157,10.9,20.6,229,9.1,592,77.5,0.4492,32,8.1,23.1,11.7,36496,88,17865,30157,43.5,82600,6277,8.5,2012
Wayne County,Illinois,77.3103715515045,17,191,15.5,16448,16727,17.4,13.0,131,12.7,514,79.9,0.4361,8,5.0,11.7,5.4,41446,87,23242,16727,37.4,72500,69,8.0,2012
Wayne County,Indiana,75.7210236000048,18,177,17.4,62191,68797,14.2,19.9,751,16.1,616,78.6,0.4542,46,5.1,18.9,11.7,39131,628,21700,68797,40.1,97300,2239,9.8,2012
Wayne County,Iowa,77.9069421572314,19,185,15.9,6277,6372,19.7,14.8,32,11.2,498,79.6,0.4297,6,3.9,10.3,8.4,38447,26,20966,6372,46.5,60000,5,7.6,2012
Wayne County,Kentucky,75.7058751542539,21,231,23.8,19744,20819,15.1,26.8,134,7.9,445,80.2,0.4734,0,18.5,18.9,16.6,27646,0,15239,20819,39.6,72200,395,8.4,2012
Wayne County,Michigan,75.4714079736494,26,163,15.8,959966,1822469,10.7,23.8,17711,20.8,786,76.5,0.4789,6115,5.2,14.6,17.9,41504,47832,22210,1822469,31.9,97100,737559,10.1,2012
Wayne County,Mississippi,74.571734755432,28,153,22.6,12458,20754,12.3,28.8,68,7.5,552,75.2,0.4889,0,8.4,18.6,11.1,30783,0,18039,20754,42.6,64700,8083,9.8,2012
Wayne County,Missouri,74.4300761061265,29,223,29.9,13046,13444,21.2,22.7,101,6.5,514,80.4,0.4506,106,11.8,16.9,10.6,30427,11,18031,13444,49.1,71100,34,7.7,2012
Wayne County,Nebraska,83.4385618922248,31,179,9.9,9123,9542,12.5,15.9,70,36.0,479,84.4,0.3821,0,1.4,8.4,6.6,46612,45,21352,9542,31.3,99000,137,26.3,2012
Wayne County,New York,79.0201108711119,36,117,13.3,87495,93476,13.3,11.3,737,19.4,684,79.4,0.3899,284,4.6,9.3,7.5,53497,587,25251,93476,37.4,108500,3467,8.2,2012
Wayne County,North Carolina,76.5365286196346,37,191,15.0,70278,122419,10.8,21.6,1588,14.9,658,76.8,0.4381,194,8.2,16.7,11.9,41233,1190,21111,122419,31.8,108200,38867,11.0,2012
Wayne County,Ohio,78.7595356439489,39,169,11.8,109905,114644,13.1,11.8,1036,19.5,656,76.7,0.4052,179,7.6,15.6,6.6,49241,915,22717,114644,43.5,136600,1753,10.5,2012
Wayne County,Pennsylvania,78.0164379961433,42,127,16.8,49484,52299,17.2,12.1,308,17.4,739,84.1,0.4206,117,3.9,11.5,7.6,50153,282,23889,52299,43.9,182400,1537,7.5,2012
Wayne County,Tennessee,75.2975105295222,47,181,20.1,15759,17015,12.9,20.7,46,6.1,472,84.0,0.4319,27,10.0,14.7,13.5,35377,6,16731,17015,45.7,74400,990,9.1,2012
Wayne County,Utah,79.2012536838892,49,55,10.4,2688,2756,14.6,18.0,11,21.2,703,74.7,0.4157,31,0.2,17.9,3.9,44821,0,19454,2756,32.8,170100,23,6.8,2012
Wayne County,West Virginia,75.5655557325386,54,99,21.8,41662,42273,15.3,19.1,302,12.8,552,79.8,0.4546,57,8.5,15.0,7.5,36575,105,19643,42273,44.0,82100,69,8.1,2012
Waynesboro City,Virginia,78.2026464572972,51,820,14.2,17230,21030,14.3,18.3,271,24.5,761,76.4,0.4619,191,7.5,15.1,7.9,43884,206,24826,21030,38.6,166800,2450,8.2,2012
Weakley County,Tennessee,76.3973900518128,47,183,16.4,30867,34802,13.2,20.5,271,19.0,554,81.4,0.472,110,5.9,13.1,12.9,35509,464,20150,34802,39.4,88500,2827,17.4,2012
Webb County,Texas,79.4265133187432,48,479,13.1,233062,250320,6.7,30.6,1961,17.3,737,67.2,0.4604,806,19.8,35.7,6.9,38421,1900,14692,250320,22.0,107700,765,11.3,2012
Weber County,Utah,78.5416067038855,49,57,10.4,201311,230940,9.1,12.2,2007,24.6,761,72.5,0.3999,1728,4.4,15.8,7.6,54923,2944,23241,230940,28.1,171600,3402,10.5,2012
Webster County,Georgia,78.300660660108,13,307,22.3,1574,2773,17.1,22.5,17,8.4,463,78.0,0.4612,0,10.6,20.3,6.7,29926,16,20389,2773,46.5,50500,1073,8.0,2012
Webster County,Iowa,77.4897411949446,19,187,14.2,34950,37895,13.7,14.6,247,18.1,531,80.6,0.446,65,4.2,11.7,9.5,41751,245,24107,37895,34.2,84000,1628,12.5,2012
Webster County,Kentucky,74.4439979104049,21,233,19.0,12640,13618,12.9,17.2,179,8.7,575,78.4,0.4214,51,9.1,18.5,6.1,41138,16,19604,13618,45.2,66600,666,8.6,2012
Webster County,Mississippi,73.4398006781518,28,155,20.8,7997,10162,12.1,24.6,80,16.1,503,76.4,0.466,12,9.4,15.8,12.0,35391,33,19755,10162,31.4,75200,1985,8.5,2012
Webster County,Missouri,77.7716703031121,29,225,15.1,34824,36183,11.8,16.6,241,12.1,634,75.6,0.41,204,6.0,19.9,8.6,42384,59,19449,36183,42.4,117100,420,8.0,2012
Webster County,Nebraska,77.8343055327005,31,181,17.6,3659,3773,21.1,15.3,16,15.7,473,82.5,0.4204,0,2.6,11.0,4.6,39722,67,21392,3773,39.5,64500,4,6.8,2012
Webster County,West Virginia,74.6946489412031,54,101,21.7,9061,9158,18.0,25.7,36,5.0,458,81.4,0.4628,0,12.9,19.9,12.1,25634,15,17038,9158,42.9,62600,4,6.9,2012
Webster Parish,Louisiana,74.0760037006103,22,119,19.5,26450,41156,14.8,21.6,391,12.5,561,77.5,0.4604,131,8.1,19.0,11.1,35896,166,20231,41156,44.4,81700,13852,8.9,2012
Weld County,Colorado,80.0651767732563,8,123,10.2,225338,253552,8.9,14.4,2066,24.7,831,74.6,0.4235,2286,7.5,16.2,7.2,56589,3274,25341,253552,27.2,192100,2197,10.8,2012
Wells County,Indiana,78.8164555188085,18,179,11.9,27086,27677,13.8,9.7,299,14.5,586,77.9,0.3874,80,2.6,10.2,8.3,49841,30,24026,27677,43.2,109700,148,8.3,2012
Wells County,North Dakota,78.9530426740649,38,103,14.8,4147,4228,26.2,10.4,34,16.1,425,83.8,0.4448,10,10.0,9.3,2.4,41982,0,26881,4228,35.5,59100,0,4.4,2012
