County,State,mean_life_expectancy,State_FIPS,County_FIPS,age_60_and_over
Oneida County,Wisconsin,78.9631411667894,55,085,20.4
Outagamie County,Wisconsin,80.6257714784535,55,087,10.2
Ozaukee County,Wisconsin,81.8586374068509,55,089,13.8
Pepin County,Wisconsin,80.9931141838761,55,091,16.7
Pierce County,Wisconsin,81.0769472853856,55,093,9.9
Polk County,Wisconsin,79.4158476193869,55,095,15.0
Portage County,Wisconsin,81.0238641763666,55,097,11.3
Price County,Wisconsin,78.7780963340681,55,099,19.3
Racine County,Wisconsin,78.8158573885734,55,101,11.6
Richland County,Wisconsin,80.5597688197271,55,103,16.2
Rock County,Wisconsin,78.4029022662925,55,105,11.9
Rusk County,Wisconsin,78.3838786885844,55,107,18.2
Saint Croix County,Wisconsin,80.5569882058225,55,109,9.1
Sauk County,Wisconsin,79.4064072228459,55,111,13.1
Sawyer County,Wisconsin,77.6071720930414,55,113,19.9
Shawano County,Wisconsin,79.1192600075285,55,115,16.9
Sheboygan County,Wisconsin,79.6087571033167,55,117,12.6
Taylor County,Wisconsin,81.1253971454818,55,119,14.5
Trempealeau County,Wisconsin,79.7418280063384,55,121,14.3
Vernon County,Wisconsin,80.0859466197014,55,123,15.5
Vilas County,Wisconsin,78.9789427685526,55,125,25.2
Walworth County,Wisconsin,79.3394250610429,55,127,12.0
Washburn County,Wisconsin,78.3812207426692,55,129,20.5
Washington County,Wisconsin,81.0837691669264,55,131,11.9
Waukesha County,Wisconsin,81.559907709668,55,133,12.7
Waupaca County,Wisconsin,77.8096800151431,55,135,16.5
Waushara County,Wisconsin,79.3187836887822,55,137,18.5
Winnebago County,Wisconsin,79.9520456666669,55,139,11.5
Wood County,Wisconsin,80.0983500757786,55,141,15.2
Albany County,Wyoming,80.5021018605962,56,001,7.8
Big Horn County,Wyoming,76.9150549470186,56,003,17.7
Campbell County,Wyoming,77.7950895796328,56,005,5.2
Carbon County,Wyoming,77.2457861072503,56,007,11.3
Converse County,Wyoming,78.6662660086126,56,009,11.4
Crook County,Wyoming,79.7479514470725,56,011,16.2
Fremont County,Wyoming,75.183332529987,56,013,13.5
Goshen County,Wyoming,79.4014688917595,56,015,17.0
Hot Springs County,Wyoming,75.9623385596763,56,017,22.1
Johnson County,Wyoming,79.2921661967735,56,019,18.0
Laramie County,Wyoming,78.583949612678,56,021,11.3
Lincoln County,Wyoming,79.9054478272015,56,023,12.1
Natrona County,Wyoming,77.4047047128005,56,025,10.8
Niobrara County,Wyoming,79.0724481325209,56,027,19.4
Park County,Wyoming,79.9239424070691,56,029,16.1
Platte County,Wyoming,78.6667719269339,56,031,20.1
Sheridan County,Wyoming,78.1646365705673,56,033,14.9
Sublette County,Wyoming,81.45084616034,56,035,9.8
Sweetwater County,Wyoming,77.6354610713728,56,037,7.6
Teton County,Wyoming,84.1206341479761,56,039,9.4
Uinta County,Wyoming,77.9496279806488,56,041,8.5
Washakie County,Wyoming,78.392382562807,56,043,16.8
Weston County,Wyoming,78.9701569562387,56,045,13.3
