County,State,mean_life_expectancy,State_FIPS,County_FIPS,Poverty Rate,High School Degree or Higher (%),Black Population,Total Families,Bachelor's Degree or Higher (%),Median Age,Gini Index,Rent Denominator,Disability Rate,White Population,Total Population,Rent Burden Count (+50%),Hispanic Population,No Vehicle (Owner),Median Household Income,Total Families (Single Mother),Total Occupied Households,Unemployment Rate,No Vehicle (Renter),Year
Giles County,Tennessee,75.4352858373049,47,55,18.6,76.9,3195,8096,12.1,42.2,0.4451,3039,17.5,25460,29439,728,473,218,38014,796,11672,12.5,452,2012
Grainger County,Tennessee,74.5567610984934,47,57,20.2,66.6,115,6352,10.1,42.1,0.4476,1632,22.9,21910,22613,320,524,361,33185,283,8999,12.2,219,2012
Greene County,Tennessee,75.1220420151944,47,59,22.5,79.2,1561,20506,15.3,42.6,0.4472,7748,21.0,65771,68755,1401,1720,534,35613,1647,28891,10.1,678,2012
Grundy County,Tennessee,71.692878357299,47,61,29.0,66.9,95,3537,8.6,41.8,0.477,1098,27.8,11422,13751,220,122,184,26644,323,5296,9.0,170,2012
Hamblen County,Tennessee,75.1002970771182,47,63,18.6,79.3,2638,16818,15.8,39.1,0.449,6987,18.7,57361,62528,1559,6597,392,39316,1906,24292,12.7,1033,2012
Hamilton County,Tennessee,77.5192368333293,47,65,16.2,85.8,68448,86943,29.7,39.1,0.4824,46840,14.5,251934,337023,11436,14854,2375,46544,9179,134737,9.5,8253,2012
Hancock County,Tennessee,72.6433473460511,47,67,32.7,69.3,20,1933,8.9,42.3,0.4571,779,25.1,6620,6759,55,14,75,22205,282,2889,15.5,238,2012
Hardeman County,Tennessee,74.7851488908007,47,69,23.0,70.3,11235,6038,9.1,39.7,0.4603,2502,19.8,15323,27193,741,376,328,31963,687,8846,17.9,655,2012
Hardin County,Tennessee,73.9625366628562,47,71,22.2,74.3,910,6972,10.7,42.9,0.5011,2335,21.0,24456,25987,517,491,222,33044,614,10186,15.9,329,2012
Hawkins County,Tennessee,75.213026197946,47,73,16.4,76.6,773,16507,11.5,42.3,0.4397,5551,21.1,54790,56725,857,685,542,36419,1266,23467,11.5,658,2012
Haywood County,Tennessee,75.0871026056506,47,75,21.2,72.3,9188,4710,8.3,39.9,0.4426,2657,17.1,8775,18673,467,720,206,32827,575,7104,13.3,550,2012
Henderson County,Tennessee,74.5507129335503,47,77,17.5,80.5,2257,7913,11.8,39.5,0.4299,2591,16.9,24865,27835,483,541,317,37784,611,11103,11.6,266,2012
Henry County,Tennessee,74.6037072383468,47,79,17.4,81.3,2608,9075,16.9,44.1,0.4494,3380,20.7,28919,32271,592,576,505,36593,835,13314,13.1,549,2012
Hickman County,Tennessee,75.1212162109472,47,81,16.3,70.9,1280,6394,10.4,40.4,0.4144,1657,19.6,22712,24481,235,340,245,42330,349,8770,9.8,250,2012
Houston County,Tennessee,74.8075898857533,47,83,21.7,79.6,162,2301,6.9,41.3,0.4308,1016,22.0,7957,8375,160,141,81,34595,184,3526,10.7,179,2012
Humphreys County,Tennessee,74.9070491587908,47,85,14.0,84.8,541,5160,14.0,40.7,0.41,1793,18.6,17545,18428,247,303,147,41943,474,7523,11.5,166,2012
Jackson County,Tennessee,74.2821936400059,47,87,24.1,68.8,37,3135,7.3,44.5,0.4564,1087,22.8,11236,11526,292,173,110,33363,306,4530,14.7,155,2012
Jefferson County,Tennessee,75.9637780838364,47,89,19.2,79.9,1354,13398,13.3,40.5,0.4357,4838,19.1,49049,51541,1078,1625,319,38800,1331,19573,12.6,546,2012
Johnson County,Tennessee,75.4833626281111,47,91,25.4,70.1,501,4980,9.7,43.5,0.4474,1636,22.8,17518,18199,322,271,190,30063,353,7233,12.1,185,2012
Knox County,Tennessee,76.9018083052656,47,93,14.2,89.8,39457,108439,36.7,37.2,0.4779,61981,11.6,374285,433207,14539,14991,2584,47270,10510,181120,6.5,8127,2012
Lake County,Tennessee,72.6584767072105,47,95,30.3,69.2,2052,1468,4.9,39.7,0.4859,1034,25.6,5399,7780,248,245,46,26212,296,2351,11.8,242,2012
Lauderdale County,Tennessee,74.267872379044,47,97,26.1,70.0,9788,6796,8.7,36.2,0.4607,3412,20.9,17358,27772,728,576,182,32987,1193,9826,15.4,459,2012
Lawrence County,Tennessee,75.1157895088495,47,99,18.0,77.8,710,11419,11.0,39.8,0.4465,3888,16.5,39932,41779,792,702,505,36663,710,16089,10.8,687,2012
Lewis County,Tennessee,75.2852733744117,47,101,19.4,76.9,263,3286,12.7,41.1,0.4388,1216,19.4,11439,12050,119,273,91,33956,301,4725,16.9,150,2012
Lincoln County,Tennessee,75.5680512864634,47,103,16.4,78.5,1609,9190,15.1,41.9,0.4257,3428,18.9,29754,33295,613,878,329,40904,642,13413,7.8,512,2012
Loudon County,Tennessee,77.5893609018783,47,105,14.6,84.6,537,14205,26.1,45.9,0.4522,4357,16.5,46326,48586,553,3344,437,49602,718,19662,11.0,493,2012
McMinn County,Tennessee,74.9937354012973,47,107,18.5,79.0,2167,14546,15.6,41.0,0.4336,5417,19.8,48638,52325,1119,1479,460,38944,1316,20612,10.0,666,2012
McNairy County,Tennessee,73.8105896404178,47,109,23.5,76.3,1462,6698,10.2,42.0,0.4742,2689,20.5,23906,26001,564,405,194,33066,410,9908,15.7,475,2012
Macon County,Tennessee,73.9761409865795,47,111,23.5,75.5,89,6048,7.0,38.3,0.4466,2294,18.5,21328,22265,433,940,218,35452,662,8422,11.9,248,2012
Madison County,Tennessee,76.6949475453888,47,113,18.3,84.5,35520,23750,23.9,36.8,0.4774,11983,15.2,59127,97976,3936,3290,572,42348,3227,36060,11.6,1868,2012
Marion County,Tennessee,74.5089513226115,47,115,19.2,73.0,396,7907,14.3,42.3,0.4413,2874,22.7,26474,28184,511,361,315,39817,769,11214,9.1,385,2012
Marshall County,Tennessee,75.851573899911,47,117,17.9,77.9,1746,8406,12.1,39.3,0.4364,3132,19.1,27297,30585,568,1397,185,40687,877,11686,12.0,363,2012
Maury County,Tennessee,76.4398780143494,47,119,15.8,85.2,10051,21934,17.2,37.9,0.4257,9365,15.1,68072,80965,2165,3935,632,45603,2510,31977,8.7,1045,2012
Meigs County,Tennessee,73.2916972780979,47,121,23.3,77.1,195,3377,6.5,43.2,0.4339,840,30.1,11199,11696,188,37,145,33492,204,4636,15.8,90,2012
Monroe County,Tennessee,75.5152441123373,47,123,19.3,73.4,845,12454,9.7,41.5,0.4498,4649,21.3,42568,44680,1019,1484,404,36430,870,17409,12.8,477,2012
Montgomery County,Tennessee,76.4975671182216,47,125,16.2,91.3,33312,45545,22.5,30.2,0.4095,23285,12.4,125335,173138,4833,14019,886,49459,6742,63062,9.9,1913,2012
Moore County,Tennessee,78.3157688684933,47,127,14.7,80.4,148,1676,13.6,43.2,0.3936,368,14.8,5956,6349,32,25,69,44977,133,2393,13.6,23,2012
Morgan County,Tennessee,75.0572608438593,47,129,19.1,75.7,698,5463,5.1,40.0,0.4338,1499,21.3,20689,21882,253,197,212,37522,427,7646,8.6,187,2012
Obion County,Tennessee,75.4029497837009,47,131,17.1,79.5,3346,8672,12.9,41.2,0.4655,3726,17.6,27732,31721,648,1015,252,40516,1003,12511,11.0,657,2012
Overton County,Tennessee,74.108359292631,47,133,22.1,73.2,150,6328,11.5,41.3,0.426,1712,18.7,21596,22040,273,217,282,34119,295,8868,9.4,165,2012
Perry County,Tennessee,74.2781650836019,47,135,24.2,78.2,295,2054,14.1,43.1,0.4189,918,22.9,7487,7856,156,65,112,32101,226,3263,15.4,103,2012
Pickett County,Tennessee,75.7946861722881,47,137,21.0,76.5,23,1800,11.8,47.3,0.4771,607,17.0,5049,5108,163,0,33,34255,46,2440,6.9,54,2012
Polk County,Tennessee,74.2244039258364,47,139,17.8,72.8,30,4529,11.8,42.5,0.428,1256,22.6,16351,16756,278,240,219,37235,244,6526,14.3,91,2012
Putnam County,Tennessee,75.9933846667786,47,141,24.1,82.3,1678,18039,22.2,35.9,0.4786,10158,14.2,67900,72172,3113,3841,470,34107,1946,28289,9.0,683,2012
Rhea County,Tennessee,74.6857135616076,47,143,22.4,75.0,817,8049,11.4,40.0,0.4406,3473,24.5,30183,31817,709,1177,233,36470,751,11891,13.8,434,2012
Roane County,Tennessee,75.4662786978718,47,145,14.4,83.3,1441,15167,17.6,44.9,0.4462,5748,22.1,51094,54027,1100,737,418,43017,1312,22468,9.9,620,2012
Robertson County,Tennessee,76.0314594781642,47,147,13.0,81.7,5017,17715,15.2,37.7,0.4042,5601,12.6,58726,66143,953,3866,505,52588,1600,24105,9.0,780,2012
Rutherford County,Tennessee,78.0329526563821,47,149,13.0,88.4,33361,66262,27.3,32.4,0.4023,30327,8.9,212818,263815,6620,17587,843,55105,7523,95347,8.6,2274,2012
Scott County,Tennessee,73.220068797708,47,151,25.8,75.4,21,5665,10.3,37.9,0.5123,1959,22.2,21953,22196,548,194,238,29161,548,8439,15.4,406,2012
Sequatchie County,Tennessee,75.6933637795147,47,153,19.3,73.9,31,3840,11.0,40.6,0.4629,1325,22.1,12971,14173,264,455,200,33181,325,5493,11.9,199,2012
Sevier County,Tennessee,76.5557390331784,47,155,13.4,79.8,622,26802,15.0,41.2,0.4309,12401,17.1,86458,90218,2154,4639,438,43300,2326,37056,9.0,1098,2012
Shelby County,Tennessee,75.8428757362747,47,157,20.2,84.6,482411,221599,28.7,34.5,0.4938,136157,12.3,384952,929437,40373,51719,7598,46251,40184,341948,11.3,24729,2012
Smith County,Tennessee,74.8338564139781,47,159,17.7,78.2,523,5167,10.7,40.2,0.4478,1813,15.4,18092,19157,455,170,140,44116,280,7256,9.4,281,2012
Stewart County,Tennessee,75.0012912352845,47,161,20.0,83.6,224,3807,13.6,42.8,0.4364,1031,20.4,12445,13262,265,264,167,40200,243,5252,12.5,135,2012
Sullivan County,Tennessee,76.0283400123907,47,163,16.9,82.8,2697,44914,21.8,43.5,0.4647,16836,19.6,149059,156675,3231,2329,1492,40025,3835,66595,8.7,2471,2012
Sumner County,Tennessee,78.0175700800662,47,165,9.8,85.6,10969,44849,24.6,38.7,0.4378,16520,11.5,144552,161206,3359,6227,845,55560,4125,60529,7.4,1666,2012
Tipton County,Tennessee,75.5254999603982,47,167,14.0,83.2,11110,16386,13.9,37.2,0.4201,5569,15.5,47769,61038,1387,1296,245,51847,1806,21383,13.2,574,2012
Trousdale County,Tennessee,74.2938826324973,47,169,13.2,80.3,773,2052,10.5,38.0,0.4262,644,15.9,6760,7827,131,34,51,43613,224,2849,11.2,91,2012
Unicoi County,Tennessee,74.8747880536471,47,171,22.1,76.3,193,4874,12.1,44.7,0.4673,1767,22.8,17755,18287,285,699,269,35415,368,7520,6.8,263,2012
Union County,Tennessee,74.5730367736006,47,173,22.6,67.0,11,5132,7.8,40.1,0.432,1536,18.1,19043,19179,346,245,190,33456,428,7404,9.9,189,2012
Van Buren County,Tennessee,75.5577165095296,47,175,22.4,72.7,40,1478,8.4,43.5,0.468,323,17.7,5389,5552,57,20,58,31940,121,2080,7.8,16,2012
Warren County,Tennessee,74.513317553322,47,177,22.9,73.2,1137,10388,11.7,38.7,0.4811,4487,18.1,36877,39767,791,3245,363,34008,1031,15332,9.9,483,2012
Washington County,Tennessee,76.5172060180112,47,179,17.3,85.1,4743,32756,29.1,39.6,0.4832,17056,16.2,113826,122840,4580,3575,1010,42995,2904,51260,7.2,2032,2012
Wayne County,Tennessee,75.2975105295222,47,181,20.7,72.7,990,4329,6.1,41.7,0.4319,971,20.1,15759,17015,128,402,109,35377,292,6056,13.5,139,2012
Weakley County,Tennessee,76.3973900518128,47,183,20.5,81.5,2827,9086,19.0,36.8,0.472,4864,16.4,30867,34802,1264,695,297,35509,1028,13902,12.9,531,2012
White County,Tennessee,74.3047186317088,47,185,20.1,73.0,465,6879,12.3,41.4,0.4432,2220,16.6,24752,25863,458,440,298,34717,605,9735,11.3,408,2012
Williamson County,Tennessee,81.8649703826682,47,187,5.8,94.0,7982,51586,55.6,38.5,0.4336,11860,7.4,165902,184225,2119,8203,585,91146,2971,64946,5.0,937,2012
Wilson County,Tennessee,77.9447176940437,47,189,9.3,86.7,7719,32042,26.8,39.3,0.4054,8461,11.4,102357,114618,1889,3706,489,61353,2412,42578,7.4,854,2012
Anderson County,Texas,73.808518399089,48,1,19.1,75.5,12451,11519,7.9,38.8,0.4633,4412,14.8,43169,58269,867,9277,385,41471,1435,16245,7.0,670,2012
Andrews County,Texas,76.7943009015044,48,3,15.1,73.5,203,3904,15.1,33.8,0.5065,1002,11.3,13012,15006,107,7432,115,55327,293,5183,5.3,113,2012
Angelina County,Texas,75.9343183923887,48,5,18.9,76.9,13496,22169,14.5,36.2,0.4745,9886,16.5,68280,86550,2175,17128,622,40150,2968,30846,7.9,1143,2012
Aransas County,Texas,75.5705932899885,48,7,18.0,85.4,207,6765,25.7,48.3,0.4722,2313,19.3,21591,23391,607,5850,249,44769,613,9825,7.7,306,2012
Archer County,Texas,78.822128985781,48,9,11.6,85.9,58,2574,16.2,42.9,0.4212,650,14.8,8596,8944,112,692,18,56250,147,3330,2.8,24,2012
Armstrong County,Texas,76.9044510680001,48,11,14.0,91.7,19,527,24.9,44.8,0.3762,154,16.0,1717,1820,1,185,19,56974,22,668,4.8,11,2012
Atascosa County,Texas,77.5697284774244,48,13,17.3,73.1,290,11450,11.4,35.8,0.4395,3538,16.7,36395,45091,508,27942,453,45702,1234,14995,10.2,361,2012
Austin County,Texas,78.2511222182086,48,15,9.1,83.7,2757,7503,19.0,40.4,0.4502,2518,11.3,24187,28372,293,6680,312,51340,550,10600,7.7,382,2012
Bailey County,Texas,77.3425519622911,48,17,11.1,62.5,129,1714,14.9,33.9,0.426,773,15.4,6417,7096,111,3971,56,41075,91,2357,10.5,119,2012
Bandera County,Texas,79.5922296082375,48,19,16.3,84.3,138,5895,24.7,48.5,0.421,1838,20.0,19233,20477,328,3433,74,47927,269,8495,7.1,175,2012
Bastrop County,Texas,77.4688340902497,48,21,14.1,79.2,5998,18756,14.6,38.3,0.4214,5441,12.2,61425,74023,1246,24082,466,52516,1762,25471,7.7,674,2012
Baylor County,Texas,75.4685947760442,48,23,14.9,81.3,59,1053,19.9,50.2,0.4562,451,22.4,3520,3706,37,370,13,34688,104,1735,2.8,0,2012
Bee County,Texas,77.0585413487789,48,25,23.0,70.4,2881,5920,7.4,35.4,0.4758,3062,19.1,21767,32083,408,18090,304,40707,1000,8681,9.4,307,2012
Bell County,Texas,77.9246430102917,48,27,14.6,89.8,65994,75114,21.4,29.7,0.4275,44579,11.8,206376,310155,7810,67384,996,50085,12179,103715,8.7,4118,2012
Bexar County,Texas,78.5222744942105,48,29,17.8,81.8,124773,404241,26.8,32.9,0.4647,233489,13.1,1293143,1719902,52830,1010015,10837,49141,55864,596862,7.8,37573,2012
Blanco County,Texas,79.0591275517415,48,31,9.3,85.7,93,2810,23.3,46.1,0.4162,830,14.8,9730,10425,105,1950,46,46881,289,4104,8.2,67,2012
Bosque County,Texas,76.5030647763147,48,35,13.5,79.6,261,4891,15.8,45.6,0.4494,1580,17.9,17092,18114,182,2918,144,44860,356,6883,9.8,151,2012
Bowie County,Texas,75.5713799588799,48,37,18.7,84.5,21751,22975,18.0,37.6,0.477,11344,15.7,64891,92460,2307,6103,559,42346,3286,33920,9.5,1731,2012
Brazoria County,Texas,78.37663145418,48,39,10.9,83.9,38393,79539,25.9,35.2,0.4222,26981,10.5,235273,313813,5092,87042,1078,68008,7936,105920,6.4,2484,2012
Brazos County,Texas,80.1573644849949,48,41,30.0,83.5,21489,38546,41.1,24.5,0.527,36965,9.3,146571,194087,15187,45163,554,37638,5546,68936,7.9,4139,2012
Brewster County,Texas,80.8050507177825,48,43,12.7,85.2,117,2325,33.6,40.6,0.4746,1590,18.8,8311,9175,117,3943,93,40086,141,4106,2.3,87,2012
Briscoe County,Texas,78.1439592925105,48,45,18.9,77.1,17,441,13.9,43.9,0.4211,93,14.3,1539,1674,10,444,13,35078,34,657,3.2,18,2012
Brooks County,Texas,75.8889458881456,48,47,38.6,58.4,6,1665,6.6,32.0,0.5344,830,29.4,6092,7236,147,6636,158,21445,258,2465,16.2,222,2012
Brown County,Texas,75.1650766475048,48,49,17.1,83.5,1524,9476,14.8,39.6,0.4624,3671,13.7,34461,38018,702,7505,177,40821,864,13302,3.6,622,2012
Burleson County,Texas,77.3695400145118,48,51,14.4,75.2,1970,4488,10.8,41.6,0.4188,1273,18.3,13635,17160,229,3176,187,43976,280,6293,6.1,144,2012
Burnet County,Texas,78.752589163398,48,53,15.6,84.7,878,11954,24.1,44.0,0.4251,4370,18.9,40411,42946,741,8648,188,49047,1163,16648,6.2,523,2012
Caldwell County,Texas,77.9826042256667,48,55,19.6,76.5,2776,8176,13.7,35.1,0.4517,3919,16.3,26476,38152,841,18041,266,43393,1271,11640,10.8,475,2012
Calhoun County,Texas,77.4488675059329,48,57,17.4,75.5,577,5581,14.8,38.2,0.4425,2234,19.5,19081,21366,382,9959,254,45122,523,7827,11.6,212,2012
Callahan County,Texas,75.9095016260194,48,59,15.2,83.3,144,3500,15.3,42.2,0.425,908,17.3,12726,13521,168,1089,121,46812,272,5182,6.6,55,2012
Cameron County,Texas,80.0150287716986,48,61,34.9,65.0,2258,93501,15.8,30.6,0.4941,37829,12.7,367713,405819,9143,357174,3801,32558,13917,116839,9.3,7105,2012
Camp County,Texas,74.7121155886648,48,63,21.6,72.7,2269,3139,15.3,38.0,0.4474,1340,20.3,9631,12389,150,2619,37,36495,397,4350,9.2,296,2012
Carson County,Texas,77.5037821405661,48,65,7.2,88.8,52,1810,21.8,40.6,0.3723,240,12.5,5884,6215,16,551,34,60813,88,2337,2.0,13,2012
Cass County,Texas,74.892796890548,48,67,20.1,81.9,5216,7932,11.9,43.8,0.4418,3457,20.5,24177,30324,414,1085,235,35932,899,11739,11.1,829,2012
Castro County,Texas,78.4973478927778,48,69,24.3,64.6,204,1884,12.6,33.8,0.4248,828,10.5,6632,7984,92,4755,85,35301,201,2597,4.1,27,2012
Chambers County,Texas,77.2510093163623,48,71,8.6,84.4,2770,9601,16.4,36.2,0.4048,1801,13.1,28876,34562,174,6678,120,75200,394,11822,6.9,151,2012
Cherokee County,Texas,76.0849254003898,48,73,24.5,73.9,7855,12445,13.0,37.7,0.4633,4762,13.5,41115,50690,757,10445,473,37508,1275,17273,6.5,574,2012
Childress County,Texas,76.5007352818854,48,75,14.8,83.9,856,1698,12.3,35.2,0.4427,558,15.3,5774,7047,125,1606,22,44455,145,2431,3.9,23,2012
Clay County,Texas,77.3090549977851,48,77,8.3,89.7,80,2996,18.3,44.8,0.3771,592,17.6,10280,10718,117,503,120,54298,117,4272,6.0,38,2012
Cochran County,Texas,76.0292709976221,48,79,15.0,58.9,136,811,9.1,34.2,0.425,216,18.3,2404,3087,24,1661,61,40406,37,1069,11.2,31,2012
Coke County,Texas,76.724566166898,48,81,13.4,88.9,44,961,19.2,48.6,0.4576,390,13.6,3140,3298,27,632,35,40844,68,1411,5.0,3,2012
Coleman County,Texas,75.2048493048316,48,83,30.0,80.2,187,2406,15.8,45.8,0.4853,1112,15.1,8242,8817,185,1449,78,30690,179,3511,5.8,161,2012
Collin County,Texas,81.6346995470597,48,85,7.5,93.1,65972,208722,52.5,35.1,0.4223,86339,6.0,587645,788580,15553,116000,1951,83238,17696,283025,5.5,5842,2012
Collingsworth County,Texas,75.4244650172337,48,87,24.6,77.9,125,786,21.9,36.7,0.4761,268,17.8,2649,3050,46,960,81,41940,82,1197,4.5,80,2012
Colorado County,Texas,77.203757800441,48,89,16.8,80.5,2825,5569,16.9,43.1,0.4784,1832,14.2,16742,20784,244,5430,196,43273,450,8048,4.9,241,2012
Comal County,Texas,79.2816736187829,48,91,9.9,89.2,1826,30902,34.1,42.7,0.4536,9894,12.5,99609,108985,1549,27415,438,63480,2119,41112,6.3,964,2012
Comanche County,Texas,77.0175855957573,48,93,26.4,77.1,81,3535,21.3,43.4,0.4343,1201,17.8,12960,13875,191,3580,104,36599,212,5296,6.7,154,2012
Concho County,Texas,78.1200612129111,48,95,18.7,71.7,30,699,10.6,40.9,0.444,182,17.6,3687,4073,14,2167,4,50278,69,918,6.8,22,2012
Cooke County,Texas,76.9131104235581,48,97,13.9,81.0,1101,10309,17.2,38.8,0.436,4366,14.5,34329,38427,925,5996,255,49735,929,14489,8.6,410,2012
Coryell County,Texas,77.5735637224581,48,99,13.3,89.9,12498,16324,15.3,29.9,0.3848,8509,11.9,55222,75728,970,12203,297,50104,2282,20464,8.8,518,2012
Cottle County,Texas,76.2631083988623,48,101,15.3,86.0,217,524,18.0,49.4,0.4028,149,22.5,1255,1600,7,195,26,34770,47,719,1.8,27,2012
Crane County,Texas,76.2148155462855,48,103,16.5,72.0,123,1225,14.3,38.0,0.4297,288,13.2,3285,4359,63,2412,27,49974,89,1551,8.4,7,2012
Crockett County,Texas,77.2389071642851,48,105,16.9,60.5,0,901,7.0,38.1,0.4278,440,10.6,3346,3669,40,2097,31,49850,75,1273,7.4,54,2012
Crosby County,Texas,76.1831483636259,48,107,27.6,66.7,209,1564,12.3,37.6,0.4549,706,19.7,5423,6100,111,3205,30,36768,153,2195,6.5,84,2012
Culberson County,Texas,79.4353713321917,48,109,26.9,65.9,13,519,18.1,38.1,0.4545,285,16.9,2240,2386,57,1854,54,33500,57,854,10.8,66,2012
Dallam County,Texas,76.6229838331526,48,111,12.6,68.0,75,1648,9.1,31.4,0.4003,885,11.2,5492,6734,96,2726,15,42781,249,2339,3.0,94,2012
Dallas County,Texas,78.3570575398319,48,113,18.8,75.5,522637,555311,28.7,32.5,0.4922,396881,9.2,1366988,2379214,87956,908199,10107,49159,81766,849874,8.7,50911,2012
Dawson County,Texas,75.9138376256704,48,115,18.1,66.6,915,2992,8.9,33.4,0.4512,1157,15.7,11450,13761,144,7354,94,40152,237,4382,7.2,205,2012
Deaf Smith County,Texas,77.5962604716903,48,117,16.2,65.1,85,4642,14.5,31.1,0.406,2219,10.7,16982,19275,280,13007,83,42577,450,6268,5.7,234,2012
Delta County,Texas,75.1189559875103,48,119,18.1,84.4,428,1321,17.7,43.6,0.4138,363,17.8,4594,5240,106,302,20,41406,122,1955,9.3,28,2012
Denton County,Texas,80.6922851848676,48,121,8.5,90.9,55003,168703,41.7,33.0,0.4201,81152,7.6,517920,667934,16415,121560,1454,72939,16400,237732,6.6,5232,2012
DeWitt County,Texas,76.9820854750759,48,123,15.0,74.8,1920,4654,11.4,42.7,0.4865,1525,18.2,13779,20156,225,6513,178,45457,485,6890,5.3,414,2012
Dickens County,Texas,76.8894024549733,48,125,21.9,72.5,131,584,12.9,45.4,0.4723,159,19.0,2082,2399,24,659,44,33950,61,875,5.4,24,2012
Dimmit County,Texas,77.6998596192946,48,127,27.0,57.0,57,2517,10.7,37.0,0.4813,1018,22.7,9374,10054,116,8624,176,32960,341,3428,10.3,181,2012
Donley County,Texas,75.8144941383351,48,129,14.9,84.9,175,937,19.3,40.7,0.4116,393,15.6,3400,3652,30,317,21,41875,97,1348,2.3,14,2012
Duval County,Texas,75.4002446620955,48,131,21.4,63.5,164,2755,6.6,37.2,0.4748,983,26.3,10752,11821,114,10411,300,35167,308,3843,7.9,228,2012
Eastland County,Texas,75.376826023229,48,133,20.5,80.9,368,4561,14.2,41.2,0.5234,2055,20.9,17031,18519,81,2712,204,35044,460,7145,4.3,374,2012
Ector County,Texas,75.0214918449131,48,135,15.8,72.5,5928,34520,12.9,31.2,0.4611,16555,13.6,117399,138193,2778,73284,726,50851,4625,49065,5.7,1789,2012
Edwards County,Texas,79.4603471269872,48,137,19.7,65.1,5,547,25.2,45.1,0.5405,99,16.1,1943,2023,8,1126,28,41613,64,854,11.4,14,2012
Ellis County,Texas,77.8298059415538,48,139,10.8,83.3,13233,40204,21.0,35.0,0.4021,12674,12.7,123150,149712,2437,35244,605,62832,3959,50327,7.3,991,2012
El Paso County,Texas,79.8567143820226,48,141,24.0,76.3,25217,192617,21.1,31.2,0.467,94262,12.1,643658,801115,20376,655623,5467,39699,30028,252426,8.2,14414,2012
Erath County,Texas,78.1480321472755,48,143,22.0,78.2,416,8777,24.5,30.9,0.4964,5723,11.8,33456,38192,1640,7300,94,40176,891,14223,5.1,418,2012
Falls County,Texas,76.4405167245236,48,145,21.0,75.3,4386,3816,11.6,39.0,0.4338,1739,19.1,12351,17756,194,3698,173,33744,411,5738,7.8,265,2012
Fannin County,Texas,75.4325441804217,48,147,16.1,79.5,2295,8471,15.9,40.4,0.4254,2976,18.7,29744,33867,602,3270,119,43382,625,11783,7.7,364,2012
Fayette County,Texas,78.6609657781342,48,149,14.5,80.1,1771,7092,17.4,47.2,0.4822,2501,12.6,22146,24557,491,4573,225,45478,460,10470,2.6,158,2012
Fisher County,Texas,77.4706127994629,48,151,14.2,83.1,179,1073,15.7,42.1,0.4711,358,15.5,3269,3963,39,1100,11,42900,42,1484,7.3,54,2012
Floyd County,Texas,77.6305755690571,48,153,23.2,74.0,150,1910,13.6,38.2,0.4478,806,13.4,5728,6439,194,3442,70,35323,207,2598,4.0,94,2012
Foard County,Texas,77.492403647671,48,155,18.9,76.6,10,319,30.2,44.4,0.404,170,31.8,1171,1273,21,234,8,32443,23,535,16.4,20,2012
Fort Bend County,Texas,81.7305585223078,48,157,8.3,88.1,125758,153442,42.7,35.1,0.42,38039,6.9,317324,587666,7528,139823,1998,84211,12756,184182,5.4,2666,2012
Franklin County,Texas,77.6897661252821,48,159,14.1,85.1,503,2976,26.8,42.5,0.4959,812,22.0,9763,10593,141,1348,86,45684,296,4207,5.6,110,2012
