County,State,mean_life_expectancy,State_FIPS,County_FIPS,Poverty Rate,Black Population,High School Degree or Higher (%),Bachelor's Degree or Higher (%),Total Families,Gini Index,Median Age,Disability Rate,Rent Denominator,Hispanic Population,Rent Burden Count (+50%),Total Population,White Population,Median Household Income,No Vehicle (Owner),Total Families (Single Mother),Total Occupied Households,No Vehicle (Renter),Unemployment Rate,Year
Briscoe County,Texas,78.2499143500549,48,45,18.6,42,75.1,15.3,441,0.4271,46.0,16.8,128,452,12,1615,1486,36250,10,27,605,23,4.5,2013
Brooks County,Texas,75.7059654797747,48,47,38.3,3,63.3,8.4,1663,0.525,32.1,27.2,749,6557,149,7225,6210,21865,137,287,2439,192,11.9,2013
Brown County,Texas,75.0377800526665,48,49,18.4,1498,83.4,15.3,9503,0.4681,39.6,13.6,3848,7617,628,37942,34525,39776,197,908,13405,677,4.1,2013
Burleson County,Texas,77.3253672725856,48,51,15.0,1947,76.9,11.1,4453,0.4216,42.9,20.6,1308,3254,258,17201,14284,45651,154,303,6258,164,8.4,2013
Burnet County,Texas,78.5650565519457,48,53,16.3,909,83.4,24.0,11995,0.4292,43.8,19.2,4442,8901,891,43230,40678,48115,241,1166,16588,455,6.2,2013
Caldwell County,Texas,77.9889633693387,48,55,18.7,2743,77.8,14.4,7861,0.4435,35.6,16.8,3877,18386,800,38465,27228,44152,231,1153,11593,502,8.5,2013
Calhoun County,Texas,77.5375436356464,48,57,17.6,597,76.4,15.5,5815,0.4301,37.8,18.6,2284,10115,370,21503,19014,47027,267,630,7870,235,10.5,2013
Callahan County,Texas,75.8933999168232,48,59,15.2,133,82.4,14.6,3437,0.4377,42.8,18.5,933,1122,149,13535,12740,44902,129,296,5201,48,6.5,2013
Cameron County,Texas,80.0101399721482,48,61,34.8,2289,65.8,16.2,94157,0.4967,30.8,13.0,38648,362277,9154,410710,373365,33179,3532,14349,117836,6934,10.7,2013
Camp County,Texas,74.6731978196892,48,63,21.8,2300,74.7,14.5,3269,0.4459,37.6,19.1,1475,2734,196,12415,9647,37079,59,324,4475,273,11.1,2013
Carson County,Texas,77.6573026059321,48,65,7.2,71,88.2,21.5,1775,0.3552,41.1,11.5,249,557,20,6158,5814,65026,41,85,2337,14,2.2,2013
Cass County,Texas,74.8776683281699,48,67,20.9,5048,83.7,11.3,7926,0.4418,43.5,19.9,3353,1149,449,30344,24185,35598,286,845,11836,798,11.6,2013
Castro County,Texas,78.3165554330442,48,69,24.1,220,64.5,12.2,1873,0.4969,33.9,10.7,811,4878,121,8046,6691,36402,42,206,2588,45,6.1,2013
Chambers County,Texas,77.194666254996,48,71,9.7,2837,84.3,16.1,9839,0.4149,36.1,13.4,2082,7010,163,35570,29449,72489,125,360,12147,143,7.5,2013
Cherokee County,Texas,76.1248895486997,48,73,24.5,7704,75.3,14.5,12823,0.4712,37.8,13.9,4909,10716,958,50865,41036,38378,431,1449,17422,665,7.3,2013
Childress County,Texas,75.9675300009827,48,75,15.9,721,85.6,14.3,1627,0.4342,34.3,15.7,646,1566,186,7057,5738,47532,21,124,2374,64,6.0,2013
Clay County,Texas,77.0281581819362,48,77,10.3,68,89.7,18.8,3013,0.4025,45.3,18.3,625,509,138,10651,10122,53776,77,138,4216,38,5.5,2013
Cochran County,Texas,75.7919580619782,48,79,15.1,125,62.0,11.2,759,0.4542,34.3,19.0,214,1664,28,3068,2394,38650,66,39,1039,43,13.6,2013
Coke County,Texas,76.9434109805289,48,81,11.0,41,88.0,20.7,935,0.4851,48.9,15.5,385,646,43,3271,3112,40795,39,75,1436,19,5.7,2013
Coleman County,Texas,74.84111112519,48,83,27.6,224,82.8,16.5,2512,0.4816,45.7,12.5,1115,1453,158,8744,8176,31373,82,206,3478,128,6.1,2013
Collin County,Texas,81.6548373982011,48,85,7.8,70095,93.2,52.7,214515,0.4274,35.4,6.1,92193,120223,16814,811308,600458,82762,1957,18101,289752,5846,5.7,2013
Collingsworth County,Texas,74.9467424065431,48,87,20.4,129,79.4,22.3,761,0.4575,39.2,19.5,252,947,45,3061,2585,41576,64,71,1174,36,4.4,2013
Colorado County,Texas,77.2082519284899,48,89,16.6,2793,80.8,16.9,5691,0.459,43.3,14.0,1831,5550,247,20776,17062,45146,145,456,8079,184,5.3,2013
Comal County,Texas,79.3452965403761,48,91,10.2,2037,89.3,33.9,31217,0.4488,42.4,13.2,10042,28555,1639,112083,102434,65839,392,2352,41954,815,6.4,2013
Comanche County,Texas,76.7147006527249,48,93,26.4,48,73.9,20.5,3443,0.4417,44.1,18.1,1186,3614,205,13829,13004,36020,77,196,5162,161,7.6,2013
Concho County,Texas,78.1096295066836,48,95,16.5,31,68.8,10.1,662,0.4578,41.5,17.0,179,2193,16,4070,3724,51411,3,80,857,25,5.9,2013
Cooke County,Texas,76.8879746105736,48,97,14.8,1111,82.3,19.7,10366,0.445,39.1,14.2,4419,6159,839,38484,34838,50067,296,968,14466,414,9.1,2013
Coryell County,Texas,77.4913181499827,48,99,13.4,11885,88.9,14.9,15830,0.396,30.2,12.5,8720,12565,1048,75966,55185,49819,363,2196,20416,472,9.8,2013
Cottle County,Texas,76.110916893168,48,101,15.4,226,83.6,18.2,525,0.3963,50.2,21.5,196,268,9,1546,1232,34639,31,54,709,51,3.5,2013
Crane County,Texas,76.2540511887861,48,103,13.8,142,68.6,12.8,1153,0.4292,34.6,11.2,380,2545,53,4484,3091,50417,26,73,1571,23,10.0,2013
Crockett County,Texas,77.4532648923946,48,105,16.7,0,64.9,11.1,1047,0.4297,38.5,10.6,424,2396,72,3840,3128,50475,32,63,1375,56,7.6,2013
Crosby County,Texas,75.9689537758269,48,107,26.5,222,67.4,12.6,1606,0.4606,37.4,18.4,709,3209,124,6056,5384,38187,31,140,2164,71,10.2,2013
Culberson County,Texas,79.1757628868319,48,109,25.2,14,69.9,15.8,568,0.4476,37.5,19.2,307,1816,60,2345,2273,37105,52,39,838,50,11.9,2013
Dallam County,Texas,76.6727555772325,48,111,18.1,89,68.2,10.0,1699,0.3944,31.3,11.8,918,2828,104,6854,5674,40895,17,254,2375,56,4.8,2013
Dallas County,Texas,78.3708310758448,48,113,19.1,532558,75.9,29.1,560243,0.4947,32.7,9.3,407285,928418,89369,2412481,1389604,49481,10055,82874,858332,52145,9.0,2013
Dawson County,Texas,75.8790915139571,48,115,21.9,886,65.6,9.2,3093,0.4636,33.0,14.4,1166,7412,157,13771,10749,39714,58,281,4414,214,9.5,2013
Deaf Smith County,Texas,77.4002401600845,48,117,18.9,169,67.0,16.1,4561,0.419,31.0,11.1,2148,13187,381,19307,16850,41444,71,557,6191,261,4.4,2013
Delta County,Texas,75.1512023512155,48,119,17.9,433,85.1,19.7,1339,0.4227,44.2,15.5,327,328,94,5237,4496,40375,55,107,1929,32,12.0,2013
Denton County,Texas,80.7527637290018,48,121,8.7,58107,91.5,41.3,172944,0.4203,33.4,7.7,83961,126857,17857,687857,537423,74155,1651,16784,243394,5546,6.8,2013
DeWitt County,Texas,77.0473717072327,48,123,13.5,1920,74.2,11.9,4654,0.4894,42.4,18.6,1531,6654,219,20269,14096,46454,164,476,6948,372,5.6,2013
Dickens County,Texas,76.95378087904,48,125,18.8,114,73.5,12.7,602,0.4414,44.0,20.2,212,648,9,2382,2063,38401,21,63,913,19,8.2,2013
Dimmit County,Texas,77.7417471282458,48,127,26.5,81,57.5,9.0,2472,0.4735,36.4,19.0,1068,8810,133,10270,9679,36681,157,440,3542,172,13.9,2013
Donley County,Texas,75.494785332884,48,129,16.7,187,86.7,15.5,874,0.4162,41.7,16.1,298,338,27,3620,3368,42411,21,103,1280,3,3.9,2013
Duval County,Texas,75.340426974076,48,131,19.7,84,64.9,6.9,2699,0.5088,37.3,26.3,1073,10364,72,11740,10841,34131,271,299,3901,310,11.2,2013
Eastland County,Texas,75.4008012993947,48,133,19.0,337,81.2,13.4,4371,0.5131,42.7,21.1,1713,2755,78,18465,17332,34914,149,366,6872,290,4.1,2013
Ector County,Texas,74.9929884811429,48,135,15.9,5932,72.0,13.1,35011,0.4435,30.9,13.8,17140,76718,2903,141542,121235,51466,832,4684,49962,1845,6.2,2013
Edwards County,Texas,79.4326683481977,48,137,18.4,6,64.8,26.5,547,0.402,49.0,17.4,70,1095,3,2070,2026,43839,47,50,838,13,9.0,2013
Ellis County,Texas,77.7914470169451,48,139,11.9,13530,83.0,20.9,40381,0.4054,35.3,12.7,12952,36361,2734,152020,125136,61952,664,3865,51016,1065,8.1,2013
El Paso County,Texas,79.7920597871233,48,141,23.3,26516,76.6,21.2,192989,0.4676,31.2,12.2,97759,663256,19994,813015,657330,40157,5620,29105,255573,14508,9.0,2013
Erath County,Texas,78.2157954370876,48,143,22.3,473,79.9,24.4,8974,0.5027,30.6,11.4,5770,7555,1811,38744,34701,39586,92,929,14383,484,6.0,2013
Falls County,Texas,76.4341401326147,48,145,20.9,4330,72.9,9.9,3577,0.4414,39.5,18.8,1570,3780,200,17719,12205,32908,168,343,5600,257,8.1,2013
Fannin County,Texas,75.330645479039,48,147,17.2,2408,80.7,13.9,8420,0.4216,40.7,17.8,3001,3335,668,33819,29582,44355,126,705,11814,323,8.0,2013
Fayette County,Texas,78.689592037612,48,149,11.6,1750,78.9,16.6,6762,0.4687,47.4,12.1,2364,4682,412,24662,22387,48015,166,368,9999,148,2.7,2013
Fisher County,Texas,77.6498038080679,48,151,17.1,133,80.4,14.5,1042,0.4471,42.2,15.2,438,1161,30,3924,3347,42125,11,46,1518,76,5.6,2013
Floyd County,Texas,77.5175074219078,48,153,20.3,156,74.1,15.0,1790,0.4576,37.7,14.0,755,3450,156,6371,5803,42279,97,175,2457,94,5.1,2013
Foard County,Texas,77.5588451758534,48,155,15.4,10,80.3,27.8,289,0.3803,44.8,31.5,150,147,17,1133,1072,33750,8,20,491,25,15.8,2013
Fort Bend County,Texas,81.8524923943395,48,157,8.4,129926,88.3,43.2,158752,0.4239,35.2,7.1,40778,145240,7946,608939,324701,85297,2047,13109,191406,3103,5.6,2013
Franklin County,Texas,77.1582107757741,48,159,14.4,486,83.7,24.5,2986,0.5038,42.6,21.7,989,1370,99,10611,9880,45523,66,290,4304,113,5.0,2013
Freestone County,Texas,76.5323252223859,48,161,15.6,3271,75.1,9.8,5023,0.4558,41.1,15.7,1492,2775,162,19657,15563,44502,124,526,7251,92,5.3,2013
Frio County,Texas,77.3280607643377,48,163,24.0,532,64.4,7.9,3673,0.4849,31.2,19.5,1645,13658,333,17522,14883,35849,230,416,4805,250,7.6,2013
Gaines County,Texas,77.4565662156535,48,165,16.8,258,55.8,9.9,4158,0.4682,29.1,12.7,1257,6762,104,18019,16429,52910,90,235,5437,137,5.8,2013
Galveston County,Texas,77.5589960648513,48,167,13.3,40236,86.4,29.0,76115,0.4561,37.4,12.2,34419,67765,8705,296669,232601,61877,2007,7860,110032,4928,8.8,2013
Garza County,Texas,76.3034231499688,48,169,15.5,365,54.7,8.7,1110,0.4665,37.8,14.5,383,3484,71,6356,5508,47540,17,174,1588,47,1.5,2013
Gillespie County,Texas,80.6916202895792,48,171,12.0,85,86.0,34.0,7182,0.4472,50.0,15.9,2694,5146,437,25003,24047,53668,79,560,10655,145,5.7,2013
Glasscock County,Texas,81.141834315878,48,173,4.2,36,73.7,19.8,312,0.4292,38.8,7.2,126,303,5,1176,1115,69107,4,6,409,0,1.9,2013
Goliad County,Texas,78.4862699014192,48,175,14.7,252,83.5,16.4,2226,0.4795,44.9,19.4,571,2548,106,7281,5425,50923,47,189,3028,103,4.8,2013
Gonzales County,Texas,76.744844701557,48,177,21.9,1439,67.6,14.5,4699,0.472,37.0,20.1,2025,9575,215,19920,11735,39248,157,666,6638,356,9.6,2013
Gray County,Texas,74.9882817470153,48,179,14.6,983,79.6,12.0,5633,0.43,38.0,13.9,2144,5640,340,22777,19656,43504,127,499,8388,74,8.0,2013
Grayson County,Texas,75.9149515873656,48,181,15.7,6980,85.6,19.8,32467,0.4414,39.8,15.9,15189,14083,3035,121292,104034,46429,758,3812,46559,2044,9.6,2013
Gregg County,Texas,75.4430114855047,48,183,17.6,24733,82.0,21.1,30713,0.4687,35.3,14.8,17038,20593,3938,122258,90188,45525,696,4094,45292,2173,7.1,2013
Grimes County,Texas,76.2766477329048,48,185,19.1,4435,76.5,9.5,6160,0.4698,39.2,15.6,2093,5815,313,26663,19474,43994,244,851,8848,215,9.0,2013
Guadalupe County,Texas,79.5095632646798,48,187,9.7,8881,85.7,25.6,35419,0.3951,36.5,12.7,10318,49038,1761,135940,114548,61958,690,3212,46409,1093,7.2,2013
Hale County,Texas,76.8733633274098,48,189,22.3,1661,69.2,12.7,8582,0.4368,32.2,11.7,4199,20531,631,36150,30384,41191,136,1332,11624,481,7.4,2013
Hall County,Texas,75.5106227919012,48,191,23.8,176,71.3,16.9,772,0.5207,43.4,15.2,384,1112,44,3310,2810,33006,19,71,1177,100,10.2,2013
Hamilton County,Texas,76.2840233686798,48,193,12.6,54,80.8,17.8,2127,0.4753,47.0,21.6,805,900,112,8410,8318,40655,26,81,3029,101,7.0,2013
Hansford County,Texas,76.8133636339517,48,195,17.0,5,75.0,21.9,1457,0.4425,36.1,12.1,462,2453,100,5566,5185,49150,29,108,1983,73,2.1,2013
Hardeman County,Texas,77.6554760224173,48,197,26.6,370,80.2,20.6,1093,0.4587,44.2,23.4,531,893,85,4087,3478,36377,40,175,1745,121,12.7,2013
Hardin County,Texas,75.8226535247194,48,199,10.9,3179,86.0,14.3,15179,0.4312,38.8,16.2,4426,2601,778,54945,49877,53013,431,1215,20633,373,7.0,2013
Harris County,Texas,78.8631573518296,48,201,18.5,790585,77.5,29.2,984120,0.4943,32.3,9.1,624072,1717940,144004,4182285,2634618,53137,16973,131532,1434694,83584,8.6,2013
Harrison County,Texas,75.9850177083379,48,203,16.0,15020,84.0,17.0,17227,0.4671,37.0,14.1,6242,7602,1043,66467,48930,45675,600,1774,23415,659,9.6,2013
Hartley County,Texas,80.3772584430666,48,205,8.6,490,79.7,16.1,1293,0.4447,39.0,11.1,593,1461,68,6076,5098,65750,0,57,1748,26,2.1,2013
Haskell County,Texas,76.2055570694738,48,207,18.9,256,71.2,12.9,1670,0.4605,43.7,24.2,630,1434,75,5885,4970,36857,41,158,2425,102,7.5,2013
Hays County,Texas,80.2323364394523,48,209,17.0,5623,89.1,36.0,36393,0.4565,30.6,9.5,18727,58903,6944,164144,134472,58651,495,2927,56459,1213,7.5,2013
Hemphill County,Texas,77.8795392651703,48,211,11.7,4,76.1,21.3,1055,0.4453,35.8,9.2,365,1276,15,3959,3545,56379,37,102,1440,50,3.3,2013
Henderson County,Texas,75.1690714567662,48,213,18.9,5089,80.2,15.9,20508,0.4537,43.0,18.6,7495,8802,1578,78636,70187,40900,527,1852,29732,842,9.8,2013
Hidalgo County,Texas,81.0387699609156,48,215,34.8,4535,62.7,15.5,178186,0.4897,28.4,13.6,68743,717559,17809,790646,702346,34146,6134,26205,217691,9040,10.8,2013
Hill County,Texas,76.2881891310952,48,217,17.0,2420,76.4,15.2,9167,0.4406,42.3,18.4,3738,6553,638,35051,31144,40769,229,688,13395,464,9.0,2013
Hockley County,Texas,76.4546381661195,48,219,15.7,718,77.7,14.4,5953,0.4439,32.6,13.2,2413,10338,276,23115,18784,50565,133,504,7973,237,6.8,2013
Hood County,Texas,78.1295068587225,48,221,12.1,326,86.0,27.1,14606,0.4343,46.8,15.4,4691,5510,927,51756,47513,55754,304,1044,20758,374,7.5,2013
Hopkins County,Texas,76.1425363149124,48,223,19.3,2685,78.8,16.6,9944,0.4348,39.1,15.7,3660,5471,806,35295,30500,43657,241,853,13303,462,8.4,2013
Houston County,Texas,76.2015099002221,48,225,19.7,6226,80.7,14.0,5212,0.5034,43.8,20.9,2272,2394,537,23365,15847,33119,264,545,7889,401,9.8,2013
Howard County,Texas,74.7132311791024,48,227,15.3,1877,70.5,10.8,7243,0.4399,37.4,19.0,3549,13631,442,35297,27256,45612,269,959,11010,712,7.9,2013
Hudspeth County,Texas,81.6081052243101,48,229,44.1,21,51.4,13.0,793,0.512,37.6,22.6,194,2682,44,3394,3162,22545,46,76,1096,19,8.2,2013
Hunt County,Texas,75.7965061073832,48,231,19.9,7366,81.0,16.2,21331,0.4543,37.9,16.6,9293,12101,2772,86455,69328,44858,516,1794,30756,1378,12.7,2013
Hutchinson County,Texas,75.1186333043064,48,233,15.8,623,84.8,14.0,5422,0.4262,37.2,15.4,1844,4566,291,21986,19417,44731,167,738,8374,282,7.9,2013
Irion County,Texas,79.6238376378894,48,235,8.7,38,87.5,14.2,494,0.4539,43.3,10.3,161,433,22,1603,1456,50357,28,32,654,10,4.5,2013
Jack County,Texas,76.1485738851237,48,237,16.7,354,78.9,11.2,2033,0.4847,40.3,20.6,672,1340,84,9012,8398,49038,11,163,2972,96,6.0,2013
Jackson County,Texas,77.3348704138823,48,239,12.7,1179,78.1,15.3,3638,0.4149,39.3,16.5,1160,4232,165,14201,11923,49528,213,258,5212,98,4.7,2013
Jasper County,Texas,74.9264207782919,48,241,17.8,5953,83.2,11.0,9178,0.4381,40.6,20.3,2822,2139,664,35797,28554,40417,410,948,13095,624,12.1,2013
Jeff Davis County,Texas,83.7627051942568,48,243,7.4,3,83.5,38.0,693,0.3992,54.8,30.6,250,943,9,2311,2137,49056,17,15,989,21,4.6,2013
Jefferson County,Texas,75.9808874246943,48,245,21.0,84449,80.8,16.8,59438,0.4883,35.9,15.1,33280,44342,8368,252157,142170,42568,2078,9401,92634,6298,10.7,2013
Jim Hogg County,Texas,76.8638715707198,48,247,14.0,92,65.3,10.4,1321,0.4623,37.7,23.8,420,4995,67,5271,4925,36121,109,109,1805,41,11.7,2013
Jim Wells County,Texas,75.3570624538607,48,249,21.7,344,68.4,10.1,10424,0.4809,34.2,18.9,3749,32573,710,41217,37727,40585,606,1581,13728,682,8.0,2013
Johnson County,Texas,76.8830868328413,48,251,12.0,3926,82.0,16.9,39852,0.4045,36.3,11.0,12824,28288,2088,152384,140944,57535,524,2920,52044,832,8.4,2013
Jones County,Texas,76.4308917316845,48,253,18.5,2453,67.6,7.0,3667,0.4364,39.4,17.7,1119,5123,152,20079,15843,41297,206,338,5641,166,8.2,2013
Karnes County,Texas,76.7905876078047,48,255,23.3,1370,66.6,7.5,3200,0.5213,37.3,22.5,1245,7508,172,14916,9353,42862,152,383,4497,211,6.5,2013
Kaufman County,Texas,76.4730417908053,48,257,13.3,10042,80.7,17.1,27331,0.4036,35.5,12.7,7761,18615,1868,105220,87683,61194,541,2591,34922,672,9.1,2013
Kendall County,Texas,80.388717023004,48,259,9.3,170,90.7,42.5,9865,0.4531,43.4,11.9,3260,7331,550,34951,32973,73410,94,601,12760,208,4.2,2013
Kerr County,Texas,78.1292065488633,48,265,14.9,891,87.3,30.1,13423,0.4664,47.7,18.5,6354,12170,1340,49696,45538,43601,229,1347,20357,434,8.3,2013
Kimble County,Texas,77.6811824586123,48,267,19.5,20,80.0,18.7,1263,0.5131,51.9,17.6,483,1143,102,4566,4398,43424,0,97,1895,59,6.9,2013
Kinney County,Texas,79.8370909887048,48,271,25.7,63,66.6,11.5,805,0.4126,46.1,19.1,215,2167,10,3589,3479,33257,29,31,1195,62,13.3,2013
Kleberg County,Texas,76.7875298239088,48,273,24.5,1209,75.1,23.6,7687,0.4526,28.6,13.9,4821,22618,1017,32052,27786,40566,224,1361,11241,669,10.5,2013
Knox County,Texas,75.5767499727597,48,275,20.8,262,77.8,12.0,953,0.4423,40.8,21.0,531,1161,64,3731,3192,34295,22,149,1557,65,5.8,2013
Lamar County,Texas,74.6985233036027,48,277,19.1,6424,82.4,16.8,13545,0.4527,40.2,18.4,6760,3332,1543,49751,40206,40104,253,1530,19416,1246,7.5,2013
Lamb County,Texas,76.0482563256154,48,279,22.1,633,68.7,13.2,3374,0.4434,36.0,13.1,1376,7318,187,13921,12399,36727,34,389,4803,217,9.8,2013
Lampasas County,Texas,77.5552411951353,48,281,16.9,956,84.6,17.3,5409,0.4116,40.7,15.5,1832,3585,293,19937,17624,49277,99,457,7289,251,8.8,2013
La Salle County,Texas,77.8366026594189,48,283,21.7,71,48.8,3.7,1197,0.5159,34.0,25.9,538,5761,47,6921,6096,26756,165,132,1864,125,11.2,2013
Lavaca County,Texas,78.5981179498473,48,285,8.3,1432,79.9,15.7,5517,0.4304,44.9,18.9,1578,3227,130,19351,15420,44149,214,326,7711,200,6.9,2013
Lee County,Texas,78.4073005204075,48,287,12.4,1960,80.6,14.2,4282,0.4315,41.4,14.4,1417,3756,66,16603,14062,51534,144,236,6078,98,5.9,2013
Leon County,Texas,76.5612868178154,48,289,17.7,1265,80.3,15.6,4591,0.4581,45.3,17.7,1023,2281,161,16802,14259,44452,170,369,6349,67,7.3,2013
Liberty County,Texas,74.2224742918836,48,291,18.4,8349,74.5,9.6,18535,0.4295,36.5,19.3,5444,14196,1028,76013,60877,47228,657,1737,24844,486,12.6,2013
Limestone County,Texas,75.2962171236003,48,293,21.5,4103,77.5,12.5,5655,0.4269,38.5,16.6,1968,4581,236,23417,18229,38823,217,640,7929,191,6.8,2013
Lipscomb County,Texas,77.7223863120608,48,295,10.9,16,78.2,19.5,793,0.4819,35.4,11.3,325,938,13,3379,2903,57978,3,37,1115,19,4.0,2013
Live Oak County,Texas,78.8987815019101,48,297,17.1,475,79.8,12.4,2842,0.4214,43.1,19.7,705,4192,104,11603,10304,42829,117,212,3882,38,5.9,2013
Llano County,Texas,78.7990940379771,48,299,14.1,307,87.7,28.7,5305,0.537,55.5,22.4,1878,1656,294,19223,18410,44094,89,407,8519,286,6.1,2013
Lubbock County,Texas,76.6241223957414,48,303,20.4,20249,83.5,28.5,65862,0.4784,30.5,13.9,43700,91844,12120,282633,223613,44397,1228,8890,105277,4597,7.0,2013
Lynn County,Texas,76.8749905784361,48,305,20.2,70,73.9,18.0,1625,0.4312,38.6,17.1,623,2716,134,5841,5277,44375,28,208,2179,68,6.1,2013
McCulloch County,Texas,76.1499034038884,48,307,16.6,80,74.4,16.1,1957,0.4424,41.5,17.1,690,2536,106,8302,7475,39194,115,85,2967,88,5.8,2013
McLennan County,Texas,77.4652463797788,48,309,22.0,34756,81.9,22.6,56760,0.4698,32.9,12.9,34293,56996,9608,237316,183576,41922,1363,7882,84862,4513,7.5,2013
Madison County,Texas,76.3210733810971,48,313,25.2,2793,76.9,10.0,2612,0.4298,34.1,13.8,1058,2810,131,13689,10293,41732,137,283,3743,168,6.9,2013
Marion County,Texas,74.0918737170459,48,315,23.2,2463,81.4,13.1,2995,0.4827,48.8,23.1,1147,359,187,10439,7785,31967,228,254,4563,196,8.1,2013
Martin County,Texas,76.1053150349125,48,317,15.8,110,69.3,12.3,1156,0.4452,34.2,15.2,392,2279,46,4956,4304,42607,40,75,1555,25,7.0,2013
Mason County,Texas,79.4627884982786,48,319,13.6,0,80.9,28.0,1220,0.463,50.2,19.3,289,863,0,4034,3955,46865,24,54,1699,40,6.0,2013
Matagorda County,Texas,76.3606322541162,48,321,21.1,3918,78.0,14.7,9440,0.4806,37.7,14.0,3953,14272,734,36639,29519,43096,358,1215,13260,385,7.7,2013
Maverick County,Texas,78.3691618224392,48,323,30.5,95,58.4,12.5,12950,0.4659,29.9,15.9,4547,52347,1125,54880,50789,31395,496,1904,15714,731,12.3,2013
Medina County,Texas,78.5954439121727,48,325,17.7,1236,81.1,19.6,12085,0.4283,37.9,16.3,3351,23325,649,46512,41345,55326,271,941,15284,224,7.6,2013
Menard County,Texas,77.8577407077413,48,327,23.5,22,70.7,20.6,580,0.4942,43.5,27.6,243,749,52,2213,2018,31215,4,122,871,23,9.5,2013
Midland County,Texas,78.6031937194179,48,329,10.4,9258,82.0,26.4,36238,0.4926,32.9,12.7,16370,55528,2927,142289,118140,62993,641,4322,50644,1240,4.3,2013
Milam County,Texas,76.8101332688485,48,331,19.2,2170,81.9,13.7,6261,0.4578,40.9,21.0,2944,5856,361,24503,20527,37391,295,647,9330,504,11.2,2013
Mills County,Texas,78.0540040783439,48,333,13.1,16,78.5,20.8,1325,0.4642,46.6,13.1,362,864,27,4891,4777,44213,20,61,1817,30,4.3,2013
Mitchell County,Texas,75.3122503989433,48,335,11.7,918,71.3,5.2,1921,0.4101,35.2,17.6,697,3530,17,9388,7266,42045,65,128,2748,60,7.3,2013
Montague County,Texas,74.5579614927539,48,337,15.6,30,78.5,17.2,5544,0.4508,43.3,17.8,1965,1965,383,19668,18808,44231,83,434,8038,294,7.4,2013
Montgomery County,Texas,79.0014278925819,48,339,12.4,20247,85.3,33.1,121297,0.464,36.2,10.2,44336,100004,8055,472162,411304,67766,2079,10191,163462,3878,7.1,2013
Moore County,Texas,77.537884644053,48,341,15.4,433,64.9,13.4,5280,0.3736,30.9,11.9,1853,11586,223,22029,17632,51181,78,717,6820,305,5.1,2013
Morris County,Texas,74.2294772035705,48,343,20.6,2974,79.2,8.2,3551,0.4562,43.8,24.2,1278,1052,217,12869,8915,37849,136,413,4949,143,12.4,2013
Motley County,Texas,77.1584486215352,48,345,25.5,10,90.1,11.7,258,0.4164,36.6,15.2,146,189,6,1182,1120,35845,12,3,433,8,10.3,2013
Nacogdoches County,Texas,76.3366420705344,48,347,25.7,12041,78.1,23.6,14764,0.4978,29.8,14.3,9872,11653,2645,65085,49649,36777,330,2067,23586,1580,8.1,2013
Navarro County,Texas,75.7564187508247,48,349,21.1,6925,76.9,15.3,12600,0.4461,37.3,17.8,5628,11645,1208,47883,36893,40795,324,1740,17466,1013,10.2,2013
Newton County,Texas,74.8305527282354,48,351,16.1,3086,84.0,6.3,3312,0.4707,40.2,19.1,1128,442,25,14340,10910,37246,23,253,4865,67,12.9,2013
Nolan County,Texas,74.6362549215647,48,353,18.5,626,76.8,12.8,3627,0.4381,38.3,18.4,1677,5179,218,15087,12897,36806,138,488,5527,340,8.9,2013
Nueces County,Texas,77.6615801644617,48,355,18.4,14104,80.6,20.0,84160,0.4566,35.0,15.9,51288,210616,11243,344257,294435,47057,2674,11855,123915,7629,8.1,2013
Ochiltree County,Texas,76.3322720589847,48,357,17.3,90,65.7,14.6,2885,0.4281,31.3,9.6,1119,5198,107,10467,8421,49964,17,291,3736,31,8.6,2013
