County,State,mean_life_expectancy,State_FIPS,County_FIPS,High School Degree or Higher (%),Black Population,Poverty Rate,Rent Denominator,Disability Rate,Median Age,Gini Index,Total Families,Bachelor's Degree or Higher (%),Total Families (Single Mother),No Vehicle (Owner),Median Household Income,White Population,Total Population,Rent Burden Count (+50%),Hispanic Population,Unemployment Rate,No Vehicle (Renter),Total Occupied Households,Year
Utah County,Utah,80.32134904431,49,49,94.0,3434.0,11.8,50961.0,7.6,24.5,0.4163,127466.0,39.4,6561.0,1361.0,67042.0,530376.0,576496.0,10325.0,65539.0,4.3,3149.0,155664.0,2017
Wasatch County,Utah,81.1770015915513,49,51,93.0,26.0,7.8,2731.0,7.8,33.3,0.408,7098.0,38.7,402.0,92.0,74552.0,28022.0,29306.0,547.0,3960.0,2.4,53.0,9040.0,2017
Washington County,Utah,81.3695209908991,49,53,92.4,1066.0,14.2,15663.0,12.7,35.9,0.4381,39432.0,28.1,2881.0,778.0,55175.0,140936.0,155577.0,3313.0,15655.0,5.2,1143.0,52385.0,2017
Wayne County,Utah,78.406580984017,49,55,88.6,4.0,9.2,232.0,13.2,40.4,0.4077,670.0,26.0,12.0,8.0,42444.0,2613.0,2700.0,47.0,145.0,1.9,16.0,990.0,2017
Weber County,Utah,77.9518602868496,49,57,90.1,2571.0,12.1,22892.0,11.3,32.3,0.4011,59438.0,24.0,5404.0,1290.0,62036.0,218619.0,244101.0,4243.0,43633.0,4.8,3159.0,81298.0,2017
Addison County,Vermont,80.5369719949627,50,1,92.8,395.0,7.8,4053.0,14.5,43.4,0.4168,9418.0,36.7,807.0,252.0,61875.0,34807.0,36825.0,665.0,795.0,4.4,591.0,14701.0,2017
Bennington County,Vermont,78.553843255677,50,3,91.1,350.0,12.8,4141.0,17.4,46.6,0.4535,9764.0,34.3,1087.0,295.0,52251.0,34672.0,36054.0,790.0,632.0,4.4,849.0,15280.0,2017
Caledonia County,Vermont,78.7385058941037,50,5,90.6,286.0,12.3,3244.0,19.6,43.7,0.4238,7331.0,27.9,639.0,176.0,47371.0,29450.0,30576.0,645.0,460.0,4.9,585.0,12094.0,2017
Chittenden County,Vermont,81.5187424736523,50,7,93.9,4205.0,11.3,23926.0,11.7,36.6,0.4536,37357.0,49.6,3178.0,820.0,66906.0,146249.0,160985.0,6620.0,3542.0,4.1,3969.0,64906.0,2017
Essex County,Vermont,78.5168795794619,50,9,84.8,64.0,15.5,572.0,19.8,50.0,0.4288,1726.0,14.7,150.0,84.0,38767.0,5992.0,6203.0,97.0,83.0,5.1,77.0,2720.0,2017
Franklin County,Vermont,78.5671669165533,50,11,90.7,305.0,8.0,4801.0,12.4,39.9,0.4246,12788.0,24.7,1065.0,247.0,62214.0,46459.0,48816.0,868.0,701.0,4.4,832.0,18649.0,2017
Grand Isle County,Vermont,79.9149758409265,50,13,93.8,13.0,7.5,590.0,11.0,48.1,0.4487,2092.0,38.3,154.0,49.0,66111.0,6582.0,6950.0,141.0,124.0,4.9,42.0,2952.0,2017
Lamoille County,Vermont,79.9820188076191,50,15,92.4,227.0,14.0,2974.0,13.0,40.5,0.4693,6315.0,37.6,591.0,118.0,54899.0,24135.0,25191.0,720.0,408.0,3.8,362.0,10401.0,2017
Orange County,Vermont,79.4548961355649,50,17,92.1,192.0,11.5,2364.0,16.6,45.7,0.4051,7969.0,30.0,702.0,229.0,56584.0,27956.0,28901.0,493.0,386.0,4.3,352.0,12275.0,2017
Orleans County,Vermont,78.0110274887303,50,19,87.6,116.0,14.2,2550.0,15.8,45.4,0.4381,7360.0,22.0,685.0,304.0,45664.0,25951.0,26951.0,624.0,367.0,4.4,545.0,11498.0,2017
Rutland County,Vermont,78.0694918376482,50,21,91.8,473.0,11.4,7019.0,15.4,46.4,0.4286,15099.0,30.0,992.0,613.0,52635.0,57665.0,59676.0,1694.0,817.0,4.7,1468.0,25160.0,2017
Washington County,Vermont,80.1457659004654,50,23,93.7,502.0,11.8,7010.0,12.1,43.5,0.4271,15279.0,40.5,1674.0,453.0,60602.0,56325.0,58691.0,1441.0,1087.0,3.9,1437.0,24719.0,2017
Windham County,Vermont,78.965129851217,50,25,92.4,399.0,14.1,6153.0,16.3,46.8,0.4464,11151.0,37.0,935.0,304.0,50831.0,41072.0,43332.0,1557.0,948.0,5.6,1075.0,19059.0,2017
Windsor County,Vermont,79.7675793290889,50,27,92.5,394.0,10.2,6817.0,16.0,47.4,0.4669,14918.0,36.0,1233.0,390.0,56828.0,53184.0,55485.0,1550.0,833.0,4.5,951.0,24121.0,2017
Accomack County,Virginia,75.4625664894611,51,1,82.2,9326.0,19.8,4062.0,12.0,46.0,0.4551,8955.0,19.6,890.0,511.0,42260.0,22468.0,32840.0,779.0,2901.0,5.4,706.0,13528.0,2017
Amelia County,Virginia,76.0593718315848,51,7,80.8,3037.0,13.0,771.0,13.0,46.5,0.3808,3409.0,14.5,226.0,137.0,58535.0,9407.0,12802.0,172.0,142.0,3.3,0.0,4699.0,2017
Amherst County,Virginia,77.3180234066433,51,9,84.1,5589.0,13.4,2797.0,14.3,43.9,0.4182,8317.0,19.9,627.0,240.0,49677.0,24499.0,31819.0,567.0,720.0,5.6,413.0,12110.0,2017
Appomattox County,Virginia,77.043308831494,51,11,84.9,3103.0,14.4,1131.0,17.2,43.5,0.425,4480.0,20.6,380.0,132.0,54875.0,11990.0,15462.0,257.0,196.0,3.5,203.0,5948.0,2017
Arlington County,Virginia,84.5013828036087,51,13,93.9,20278.0,8.2,56785.0,5.8,34.4,0.44,47715.0,74.1,3194.0,1849.0,112138.0,164102.0,229534.0,10160.0,35687.0,3.2,10849.0,102310.0,2017
Bath County,Virginia,75.9357720762665,51,17,87.5,119.0,9.3,482.0,16.0,47.3,0.4589,1137.0,15.9,61.0,32.0,44483.0,4003.0,4458.0,16.0,252.0,9.1,97.0,1847.0,2017
Bland County,Virginia,75.2602019114634,51,21,88.2,312.0,8.3,445.0,18.3,45.3,0.4111,1840.0,14.2,157.0,101.0,46927.0,6175.0,6524.0,112.0,33.0,6.7,36.0,2561.0,2017
Botetourt County,Virginia,79.0546907583585,51,23,92.5,1029.0,7.7,1964.0,14.1,47.2,0.4479,9600.0,28.3,554.0,363.0,64733.0,31130.0,33149.0,357.0,521.0,3.8,151.0,13238.0,2017
Brunswick County,Virginia,75.3541883875331,51,25,78.7,8900.0,20.9,1576.0,19.8,43.4,0.4391,3802.0,13.1,530.0,299.0,40871.0,6935.0,16435.0,390.0,345.0,7.8,327.0,6048.0,2017
Buchanan County,Virginia,72.7632144841734,51,27,71.6,638.0,26.5,1906.0,23.6,46.3,0.4787,6146.0,10.8,443.0,442.0,30828.0,21588.0,22611.0,463.0,61.0,8.6,230.0,9022.0,2017
Buckingham County,Virginia,77.3207373334508,51,29,76.9,5890.0,16.6,1407.0,17.2,42.7,0.4154,3791.0,11.4,349.0,138.0,46610.0,10438.0,17048.0,377.0,401.0,8.4,268.0,5705.0,2017
Campbell County,Virginia,78.357163026605,51,31,85.5,7722.0,11.7,5661.0,15.7,42.8,0.4354,15479.0,21.5,1403.0,487.0,48823.0,45007.0,55158.0,884.0,1183.0,3.4,562.0,22608.0,2017
Caroline County,Virginia,77.1420252097193,51,33,83.5,8599.0,11.9,2147.0,12.4,40.2,0.3882,7730.0,19.2,895.0,390.0,60925.0,19775.0,29889.0,260.0,1288.0,6.3,278.0,10815.0,2017
Carroll County,Virginia,76.9725694770338,51,35,80.9,97.0,14.6,2757.0,19.4,47.0,0.4439,8263.0,14.5,674.0,416.0,41145.0,29014.0,29767.0,367.0,912.0,3.8,225.0,12517.0,2017
Charles City County,Virginia,76.5168959664827,51,36,78.1,3245.0,13.2,484.0,16.5,49.8,0.5017,1890.0,12.8,119.0,91.0,55069.0,3009.0,7022.0,94.0,126.0,6.2,40.0,2899.0,2017
Charlotte County,Virginia,75.1318185029561,51,37,81.4,3611.0,22.7,1295.0,20.8,45.2,0.4589,2829.0,11.9,310.0,155.0,38350.0,8349.0,12176.0,278.0,250.0,6.8,295.0,4493.0,2017
Chesterfield County,Virginia,79.1177595367906,51,41,91.9,76278.0,7.2,29860.0,10.1,38.8,0.4087,87344.0,38.4,8360.0,1211.0,76969.0,229110.0,335594.0,6254.0,27684.0,5.6,2286.0,120907.0,2017
Clarke County,Virginia,78.6622242827495,51,43,86.9,703.0,10.4,1392.0,10.9,46.0,0.4489,3743.0,31.5,308.0,100.0,72129.0,12800.0,14331.0,436.0,685.0,3.3,229.0,5568.0,2017
Craig County,Virginia,78.0722296266816,51,45,90.6,7.0,9.3,610.0,17.7,47.5,0.3852,1384.0,19.2,29.0,13.0,53526.0,5102.0,5131.0,79.0,1.0,4.1,176.0,2344.0,2017
Culpeper County,Virginia,77.815516362535,51,47,84.9,7150.0,8.9,4565.0,11.5,38.8,0.4188,12540.0,23.4,1000.0,360.0,69693.0,38337.0,49795.0,994.0,4826.0,5.9,524.0,16837.0,2017
Cumberland County,Virginia,78.4507135600623,51,49,81.5,3181.0,21.8,1102.0,18.3,44.5,0.4345,2684.0,16.7,238.0,108.0,43020.0,6199.0,9797.0,156.0,14.0,7.0,200.0,3972.0,2017
Dickenson County,Virginia,72.6867819573316,51,51,74.5,125.0,23.0,1466.0,25.6,43.9,0.5517,4187.0,9.3,284.0,293.0,29916.0,14915.0,15181.0,468.0,125.0,5.6,405.0,6096.0,2017
Dinwiddie County,Virginia,76.8257197124199,51,53,82.6,8912.0,14.8,2365.0,16.7,42.9,0.4324,7232.0,16.6,796.0,264.0,54640.0,18149.0,28033.0,613.0,893.0,8.3,259.0,10347.0,2017
Essex County,Virginia,76.2688798218828,51,57,82.6,4192.0,12.3,1317.0,11.5,44.8,0.4193,2845.0,18.9,286.0,104.0,50629.0,6167.0,11083.0,179.0,378.0,5.6,82.0,4470.0,2017
Fauquier County,Virginia,79.4611875033423,51,61,91.4,5139.0,6.2,5178.0,10.7,41.6,0.424,17777.0,35.3,1062.0,292.0,94775.0,59448.0,68406.0,956.0,5141.0,4.0,349.0,23981.0,2017
Floyd County,Virginia,78.8086661328198,51,63,84.3,402.0,12.0,1238.0,13.1,46.0,0.4064,4458.0,19.4,314.0,154.0,48396.0,14947.0,15594.0,136.0,440.0,5.5,113.0,6434.0,2017
Fluvanna County,Virginia,80.5394967111617,51,65,91.7,3539.0,6.1,1883.0,13.4,42.6,0.3973,7118.0,32.3,380.0,120.0,67964.0,21208.0,26109.0,375.0,854.0,4.8,140.0,9794.0,2017
Franklin County,Virginia,77.9999859775673,51,67,86.2,4493.0,14.8,4810.0,15.3,46.0,0.4386,16278.0,20.7,1245.0,466.0,51208.0,50101.0,56277.0,845.0,1514.0,5.4,540.0,23203.0,2017
Frederick County,Virginia,79.2437406978987,51,69,88.2,3358.0,5.6,6875.0,11.7,40.5,0.3903,22650.0,27.7,1460.0,436.0,71037.0,76490.0,83784.0,1140.0,6522.0,4.1,699.0,30495.0,2017
Giles County,Virginia,75.1370537054295,51,71,87.0,402.0,11.3,1788.0,18.9,44.4,0.3973,4646.0,17.0,362.0,154.0,49734.0,16304.0,16867.0,224.0,271.0,4.8,305.0,7088.0,2017
Gloucester County,Virginia,77.0050418997042,51,73,89.8,3096.0,8.7,3368.0,15.6,44.6,0.402,10322.0,22.8,641.0,186.0,63881.0,32477.0,37035.0,544.0,1215.0,3.3,407.0,14746.0,2017
Goochland County,Virginia,80.1807262980879,51,75,91.3,3660.0,5.3,1071.0,11.6,48.4,0.4912,6382.0,38.9,236.0,153.0,86652.0,17656.0,22148.0,222.0,568.0,3.4,16.0,8257.0,2017
Grayson County,Virginia,76.1567499379523,51,77,81.1,595.0,20.2,1415.0,19.0,47.4,0.4568,4211.0,12.8,335.0,234.0,32048.0,14657.0,15708.0,280.0,480.0,7.4,207.0,6653.0,2017
Greene County,Virginia,79.0379952155059,51,79,84.6,1175.0,9.4,1408.0,15.1,39.6,0.4063,5266.0,26.7,364.0,68.0,62952.0,16710.0,19213.0,210.0,1092.0,6.3,281.0,7260.0,2017
Hanover County,Virginia,79.3831995889117,51,85,92.9,9477.0,5.8,7138.0,9.6,42.6,0.3932,28949.0,37.9,1658.0,614.0,84955.0,89541.0,103218.0,1232.0,2886.0,3.4,560.0,38208.0,2017
Henrico County,Virginia,79.0457822582258,51,87,91.2,95640.0,10.4,46804.0,11.0,38.3,0.4563,80370.0,42.1,9688.0,1584.0,66447.0,186351.0,324073.0,10538.0,17556.0,5.8,5458.0,126115.0,2017
Henry County,Virginia,75.3699958359555,51,89,79.8,11498.0,19.2,5941.0,19.9,46.8,0.4514,14785.0,12.8,1564.0,610.0,36779.0,37387.0,51956.0,1055.0,2709.0,8.7,895.0,22161.0,2017
Highland County,Virginia,79.2749367997156,51,91,84.5,0.0,10.6,169.0,20.4,60.5,0.4389,692.0,25.0,28.0,67.0,45094.0,2200.0,2213.0,9.0,0.0,0.5,32.0,1163.0,2017
Isle of Wight County,Virginia,78.3757020623098,51,93,87.6,8042.0,10.3,3218.0,12.9,44.4,0.413,10204.0,26.9,905.0,256.0,67767.0,26175.0,36090.0,521.0,1013.0,7.0,334.0,14157.0,2017
King and Queen County,Virginia,76.9468585342326,51,97,85.5,1840.0,15.6,598.0,11.8,45.1,0.3874,1862.0,18.9,197.0,43.0,51495.0,4811.0,7052.0,138.0,225.0,4.4,35.0,2811.0,2017
King George County,Virginia,78.6730633273891,51,99,93.8,4199.0,5.7,2192.0,10.2,37.1,0.3659,6713.0,34.2,445.0,138.0,84770.0,19784.0,25564.0,266.0,1188.0,4.9,205.0,8972.0,2017
King William County,Virginia,76.8637416186994,51,101,89.6,3007.0,10.9,846.0,10.0,41.3,0.3824,4839.0,19.0,313.0,105.0,67423.0,12503.0,16329.0,187.0,129.0,3.7,33.0,6079.0,2017
Lancaster County,Virginia,77.0401817614722,51,103,90.1,3040.0,11.0,1362.0,16.2,56.3,0.4679,3051.0,31.9,125.0,96.0,51495.0,7589.0,10848.0,232.0,188.0,4.4,237.0,5081.0,2017
Lee County,Virginia,74.1973592921761,51,105,74.6,1096.0,26.2,2607.0,25.7,43.8,0.4765,6315.0,11.1,406.0,394.0,32590.0,22797.0,24428.0,611.0,492.0,11.4,554.0,9278.0,2017
Loudoun County,Virginia,83.9061215343121,51,107,93.5,28333.0,3.7,26862.0,5.6,35.8,0.3773,94277.0,59.8,5610.0,1112.0,129588.0,250975.0,374558.0,4846.0,50426.0,3.8,1648.0,121299.0,2017
Louisa County,Virginia,78.0818061009228,51,109,84.6,5298.0,11.8,2730.0,16.6,44.5,0.4461,9553.0,23.2,613.0,377.0,56946.0,27345.0,34813.0,485.0,921.0,7.7,302.0,13451.0,2017
Lunenburg County,Virginia,75.6024504971381,51,111,76.3,3831.0,18.6,1253.0,19.9,45.4,0.3998,3036.0,10.6,222.0,135.0,39537.0,7705.0,12369.0,215.0,529.0,4.5,212.0,4480.0,2017
Madison County,Virginia,78.1632506652458,51,113,87.0,880.0,9.8,1358.0,12.6,45.2,0.4613,3662.0,26.9,217.0,75.0,52287.0,11150.0,13108.0,199.0,315.0,5.6,171.0,5107.0,2017
Mathews County,Virginia,78.5594098899913,51,115,91.4,927.0,10.6,518.0,16.8,52.6,0.4279,2540.0,26.9,105.0,61.0,63622.0,7585.0,8830.0,107.0,60.0,1.4,106.0,3766.0,2017
Mecklenburg County,Virginia,75.3915109782403,51,117,81.6,11053.0,16.9,3282.0,19.9,47.9,0.458,7483.0,18.2,790.0,425.0,41126.0,19103.0,30959.0,545.0,829.0,5.0,537.0,11785.0,2017
Middlesex County,Virginia,76.8574720000925,51,119,88.1,1977.0,10.2,863.0,17.7,53.5,0.4689,2925.0,22.1,152.0,155.0,50483.0,8348.0,10710.0,128.0,55.0,6.3,182.0,4522.0,2017
Montgomery County,Virginia,79.7502749098842,51,121,92.0,4426.0,23.8,16057.0,10.0,28.2,0.4966,19389.0,46.3,1446.0,268.0,53424.0,84163.0,97692.0,4958.0,2983.0,4.3,1660.0,35577.0,2017
Nelson County,Virginia,77.8679108218622,51,125,85.7,1898.0,14.9,1838.0,12.7,49.7,0.4753,4337.0,30.8,498.0,254.0,53834.0,12546.0,14863.0,230.0,581.0,3.7,241.0,6523.0,2017
New Kent County,Virginia,78.5024626550055,51,127,92.6,2340.0,5.1,1373.0,10.2,44.0,0.3879,5942.0,26.9,359.0,109.0,78429.0,16768.0,20523.0,304.0,598.0,5.1,64.0,7555.0,2017
Northampton County,Virginia,75.5667079152072,51,131,81.1,4199.0,20.3,1833.0,13.0,48.4,0.4739,3322.0,23.2,395.0,203.0,41468.0,7428.0,11998.0,307.0,1008.0,4.4,419.0,5177.0,2017
Northumberland County,Virginia,79.0465737269632,51,133,90.7,3511.0,13.5,857.0,15.0,56.5,0.4412,3986.0,26.4,343.0,132.0,56677.0,8607.0,12254.0,194.0,59.0,7.8,68.0,5774.0,2017
Nottoway County,Virginia,74.7386810990788,51,135,76.6,6255.0,21.5,2315.0,19.8,41.3,0.4658,3751.0,13.7,539.0,100.0,38410.0,8843.0,15537.0,548.0,633.0,5.8,388.0,5633.0,2017
Orange County,Virginia,77.6029157319652,51,137,88.6,4347.0,8.9,3064.0,15.7,41.9,0.3859,9658.0,25.6,893.0,184.0,67196.0,29030.0,35265.0,517.0,1605.0,6.5,397.0,13470.0,2017
Page County,Virginia,76.5119101901615,51,139,81.0,345.0,17.0,2942.0,19.8,45.0,0.4272,6508.0,13.2,523.0,150.0,46140.0,22690.0,23694.0,656.0,443.0,7.8,279.0,9467.0,2017
Patrick County,Virginia,76.0165107946825,51,141,78.7,994.0,20.2,1771.0,18.8,49.2,0.438,5181.0,14.3,414.0,153.0,37757.0,16519.0,17958.0,352.0,502.0,6.6,181.0,7713.0,2017
Powhatan County,Virginia,80.0851935941863,51,145,90.8,3177.0,5.5,1020.0,10.3,44.6,0.3714,7966.0,28.4,406.0,78.0,80441.0,24440.0,28364.0,100.0,574.0,4.0,34.0,9974.0,2017
Prince Edward County,Virginia,76.9155891171149,51,147,82.6,7179.0,21.4,2559.0,13.8,30.8,0.4537,4533.0,24.9,436.0,138.0,44147.0,14764.0,22903.0,451.0,862.0,5.2,432.0,7281.0,2017
Prince George County,Virginia,79.542954598696,51,149,89.6,12176.0,12.3,3588.0,14.8,37.1,0.4005,8715.0,23.0,687.0,204.0,68461.0,22057.0,37704.0,968.0,2852.0,8.5,115.0,11298.0,2017
Pulaski County,Virginia,75.5145902051655,51,155,85.4,1600.0,13.9,3962.0,17.4,46.2,0.4257,9838.0,18.5,915.0,414.0,49691.0,31613.0,34330.0,643.0,555.0,6.9,616.0,14577.0,2017
Rappahannock County,Virginia,80.004668674295,51,157,88.6,280.0,8.9,777.0,12.8,49.5,0.4699,2154.0,33.6,115.0,58.0,62541.0,6721.0,7359.0,242.0,261.0,2.9,37.0,3131.0,2017
Richmond County,Virginia,76.4143016301754,51,159,80.5,2285.0,17.4,912.0,14.3,44.0,0.425,2183.0,13.4,78.0,84.0,47341.0,5774.0,8873.0,210.0,589.0,6.4,177.0,3250.0,2017
Roanoke County,Virginia,79.0811009132794,51,161,92.1,5458.0,8.0,9683.0,12.0,43.7,0.4292,26035.0,34.7,1957.0,683.0,62134.0,82835.0,93419.0,1927.0,2656.0,4.8,1081.0,38434.0,2017
Russell County,Virginia,74.3603243859548,51,167,78.8,261.0,17.6,2459.0,22.4,44.8,0.443,7365.0,13.6,513.0,287.0,40083.0,27076.0,27725.0,560.0,352.0,6.8,436.0,11102.0,2017
Scott County,Virginia,74.9886685686641,51,169,79.9,185.0,17.7,2045.0,23.3,46.3,0.4434,6020.0,13.3,346.0,441.0,38725.0,21859.0,22290.0,434.0,287.0,6.2,374.0,8976.0,2017
Shenandoah County,Virginia,78.3950682821043,51,171,86.0,777.0,10.3,5227.0,14.3,44.2,0.4128,11693.0,19.2,839.0,394.0,53934.0,40345.0,42854.0,993.0,2970.0,5.2,526.0,17262.0,2017
Smyth County,Virginia,74.3696494151698,51,173,83.0,747.0,17.4,3814.0,22.1,44.6,0.4568,8499.0,14.5,735.0,468.0,40544.0,29959.0,31298.0,743.0,622.0,6.3,717.0,12829.0,2017
Stafford County,Virginia,80.0231739810106,51,179,93.7,23940.0,4.7,10968.0,8.7,35.2,0.3688,36991.0,38.7,3044.0,442.0,103005.0,97462.0,141159.0,2061.0,16515.0,4.3,452.0,45345.0,2017
Surry County,Virginia,77.0165718931412,51,181,83.9,3043.0,13.6,663.0,14.5,49.3,0.3947,2077.0,19.1,243.0,46.0,54656.0,3500.0,6670.0,98.0,55.0,7.7,146.0,2773.0,2017
Sussex County,Virginia,74.5464091245214,51,183,73.3,6601.0,17.8,993.0,17.8,40.4,0.4173,2142.0,11.7,171.0,161.0,44608.0,4444.0,11595.0,170.0,331.0,5.5,142.0,3388.0,2017
Tazewell County,Virginia,73.0502082354613,51,185,79.7,1285.0,15.6,4026.0,22.8,44.3,0.4856,11532.0,15.2,515.0,782.0,40309.0,40438.0,42689.0,497.0,392.0,7.8,629.0,17330.0,2017
Warren County,Virginia,76.4798691557132,51,187,86.1,1435.0,9.8,3303.0,14.3,40.6,0.3981,10025.0,20.9,1090.0,274.0,65353.0,35339.0,38991.0,605.0,1622.0,6.0,504.0,14190.0,2017
Washington County,Virginia,76.8200560553834,51,191,84.6,774.0,14.6,5462.0,18.7,45.5,0.4482,15019.0,23.4,1064.0,486.0,44844.0,52420.0,54457.0,1003.0,806.0,6.4,762.0,22388.0,2017
Westmoreland County,Virginia,76.5914705642058,51,193,86.4,4683.0,9.5,1717.0,15.9,47.6,0.4551,4532.0,21.1,191.0,175.0,55688.0,12078.0,17596.0,360.0,1086.0,7.3,238.0,7412.0,2017
Wise County,Virginia,72.9040363850888,51,195,75.6,2131.0,19.9,4649.0,25.4,40.3,0.479,10261.0,13.9,1133.0,463.0,38255.0,36557.0,39539.0,1131.0,482.0,9.6,969.0,15104.0,2017
Wythe County,Virginia,75.3785313203347,51,197,83.4,924.0,15.2,2856.0,18.1,44.4,0.4453,7829.0,18.3,400.0,375.0,46119.0,27544.0,29048.0,371.0,332.0,6.2,484.0,11892.0,2017
Alexandria City,Virginia,83.2079253264305,51,510,91.4,34123.0,10.5,39087.0,7.1,36.4,0.4438,33164.0,61.8,3274.0,1164.0,93370.0,96411.0,154710.0,7133.0,25900.0,3.9,5361.0,68663.0,2017
Bristol City,Virginia,73.0659347138769,51,520,84.4,1319.0,21.3,3046.0,22.7,42.3,0.4531,4666.0,23.0,762.0,121.0,37844.0,15098.0,17077.0,670.0,93.0,7.7,845.0,7418.0,2017
Chesapeake City,Virginia,78.2146526082588,51,550,92.0,70171.0,9.6,24188.0,10.5,36.6,0.4055,62298.0,31.5,6812.0,1191.0,72214.0,145521.0,235410.0,5987.0,13209.0,5.8,2258.0,83031.0,2017
Colonial Heights City,Virginia,75.0541795257489,51,570,90.5,2339.0,13.2,2621.0,15.9,40.1,0.4297,4464.0,23.6,672.0,126.0,50952.0,13601.0,17582.0,724.0,971.0,10.2,375.0,7092.0,2017
Covington City,Virginia,71.416059872276,51,580,83.4,753.0,19.9,594.0,20.9,44.2,0.4605,1431.0,14.6,232.0,91.0,35546.0,4656.0,5675.0,179.0,116.0,5.6,61.0,2399.0,2017
Falls Church City,Virginia,81.6034311910821,51,610,98.2,667.0,2.9,2130.0,5.4,39.7,0.4644,3459.0,78.1,357.0,30.0,114795.0,10938.0,13843.0,468.0,1474.0,4.2,276.0,5308.0,2017
Galax City,Virginia,70.3182811717938,51,640,76.5,490.0,21.2,1163.0,24.3,46.6,0.5323,1809.0,10.3,178.0,65.0,31311.0,5999.0,6788.0,275.0,997.0,5.5,368.0,2837.0,2017
Hampton City,Virginia,76.5004124979844,51,650,90.7,68223.0,14.9,23084.0,14.3,35.8,0.4261,32352.0,25.6,4952.0,833.0,52021.0,56973.0,136255.0,6012.0,7389.0,7.8,3320.0,53555.0,2017
Hopewell City,Virginia,71.6105949694145,51,670,81.1,9075.0,21.2,4470.0,19.4,36.5,0.4511,5577.0,15.1,1147.0,188.0,40712.0,11520.0,22353.0,1177.0,1636.0,10.0,837.0,9123.0,2017
Lexington City,Virginia,76.8057788134345,51,678,83.5,631.0,21.4,788.0,14.7,21.6,0.5078,786.0,38.5,74.0,69.0,37309.0,5994.0,7113.0,199.0,343.0,4.1,141.0,1935.0,2017
Lynchburg City,Virginia,76.4647906456294,51,680,88.0,22555.0,22.3,14172.0,12.3,28.3,0.4808,16422.0,33.6,2831.0,634.0,41971.0,51573.0,79237.0,3652.0,2901.0,7.4,3165.0,28150.0,2017
Martinsville City,Virginia,68.4673155831136,51,690,80.9,6198.0,24.0,2575.0,18.7,41.5,0.4974,3302.0,20.9,702.0,95.0,33545.0,6535.0,13256.0,516.0,670.0,8.3,741.0,5740.0,2017
Norfolk City,Virginia,75.3008229825164,51,710,87.5,103270.0,21.0,49395.0,12.6,30.4,0.4866,50157.0,27.3,9284.0,1425.0,47137.0,116463.0,245752.0,13740.0,18715.0,8.5,9475.0,87249.0,2017
Norton City,Virginia,74.1174787475517,51,720,83.3,155.0,25.7,918.0,20.7,37.2,0.4804,990.0,17.0,150.0,38.0,26971.0,3672.0,4043.0,295.0,35.0,13.5,180.0,1786.0,2017
Petersburg City,Virginia,69.1202139971658,51,730,80.6,24263.0,27.6,7730.0,20.6,38.3,0.4974,7162.0,17.5,1598.0,487.0,33939.0,5512.0,32037.0,2396.0,1492.0,12.2,2172.0,13262.0,2017
Poquoson City,Virginia,79.5342481340469,51,735,95.9,124.0,4.9,924.0,10.8,42.2,0.4,3363.0,41.5,311.0,95.0,88328.0,11357.0,12022.0,121.0,287.0,4.7,87.0,4583.0,2017
Portsmouth City,Virginia,73.9845571479428,51,740,86.0,50243.0,17.7,16680.0,14.5,35.2,0.4161,22176.0,21.9,3962.0,807.0,48727.0,38552.0,95536.0,4369.0,3891.0,9.7,3309.0,36616.0,2017
Radford City,Virginia,76.9305238409159,51,750,88.2,1625.0,37.5,2944.0,13.2,22.7,0.5395,2415.0,34.4,225.0,144.0,36082.0,14742.0,17380.0,975.0,501.0,7.5,321.0,5503.0,2017
Richmond City,Virginia,76.7208559290136,51,760,84.5,106417.0,25.2,52048.0,15.5,33.5,0.542,40367.0,37.5,8270.0,1803.0,42356.0,98724.0,220892.0,15101.0,14343.0,8.8,13289.0,89238.0,2017
Roanoke City,Virginia,74.163901908278,51,770,85.0,28228.0,21.6,20356.0,16.3,38.4,0.4681,23106.0,23.2,3897.0,874.0,41483.0,62725.0,99572.0,5143.0,6012.0,6.6,4879.0,42333.0,2017
Salem City,Virginia,75.5069740444181,51,775,90.0,1907.0,8.9,3446.0,13.3,41.1,0.4403,6313.0,27.7,852.0,344.0,53990.0,22534.0,25521.0,604.0,815.0,4.7,276.0,9997.0,2017
Suffolk City,Virginia,77.3624266409238,51,800,88.6,36822.0,11.2,9951.0,12.1,38.1,0.4286,23737.0,27.2,2890.0,432.0,68089.0,45846.0,88057.0,2386.0,3527.0,6.7,1661.0,32331.0,2017
Virginia Beach City,Virginia,79.9634763383812,51,810,93.4,85682.0,8.0,60635.0,10.7,35.6,0.4174,116008.0,34.8,12754.0,1825.0,70500.0,302383.0,450057.0,12784.0,35255.0,5.3,5094.0,167731.0,2017
Winchester City,Virginia,77.3189074944668,51,840,83.6,2715.0,12.5,5718.0,14.3,37.6,0.4472,6181.0,32.5,703.0,156.0,49330.0,22071.0,27516.0,1080.0,4647.0,4.3,896.0,10520.0,2017
Fairfax County,Virginia,84.5420818957753,51,59,92.0,110385.0,6.1,126673.0,7.0,37.9,0.4231,281196.0,60.7,18386.0,4399.0,117515.0,713926.0,1142004.0,24646.0,184595.0,4.5,12287.0,393380.0,2017
