County,State,mean_life_expectancy,State_FIPS,County_FIPS,Unemployment Rate,No Vehicle (Renter),Total Occupied Households,White Population,Total Population,Rent Burden Count (+50%),Hispanic Population,Total Families (Single Mother),No Vehicle (Owner),Median Household Income,Median Age,Gini Index,Total Families,Bachelor's Degree or Higher (%),Rent Denominator,Disability Rate,Poverty Rate,High School Degree or Higher (%),Black Population,Year
Harding County,South Dakota,80.6888333314218,46,63,2.3,0.0,548.0,1198.0,1311.0,4.0,26.0,16.0,4.0,57365.0,42.7,0.3861,387.0,26.1,169.0,8.3,8.5,92.5,27.0,2018
Hughes County,South Dakota,79.3317152333591,46,65,2.1,477.0,7479.0,14770.0,17617.0,412.0,541.0,251.0,88.0,63564.0,38.0,0.421,4170.0,35.5,2500.0,12.1,11.2,92.3,56.0,2018
Hutchinson County,South Dakota,79.3599476953981,46,67,3.9,92.0,2862.0,7033.0,7315.0,120.0,166.0,100.0,56.0,54868.0,43.8,0.4286,1916.0,25.5,637.0,15.1,10.5,87.7,0.0,2018
Hyde County,South Dakota,78.0869347888237,46,69,1.9,17.0,598.0,1132.0,1331.0,11.0,9.0,8.0,5.0,54891.0,51.0,0.4274,366.0,22.5,124.0,9.5,14.4,92.2,16.0,2018
Jerauld County,South Dakota,79.5908256838754,46,73,0.3,16.0,917.0,1982.0,2029.0,19.0,37.0,19.0,10.0,49519.0,50.6,0.5358,543.0,20.8,241.0,12.5,8.3,88.7,0.0,2018
Jones County,South Dakota,79.5906258134143,46,75,4.9,6.0,403.0,725.0,735.0,14.0,0.0,2.0,3.0,41103.0,55.9,0.4053,220.0,24.0,79.0,9.4,10.6,94.0,0.0,2018
Kingsbury County,South Dakota,78.8163700138891,46,77,0.8,56.0,2296.0,4861.0,4967.0,62.0,108.0,89.0,21.0,59375.0,45.6,0.4085,1443.0,22.7,472.0,11.9,9.5,91.3,0.0,2018
Lake County,South Dakota,80.8705115637673,46,79,4.2,137.0,4675.0,11900.0,12574.0,131.0,194.0,100.0,57.0,59232.0,43.2,0.4696,3061.0,32.9,1232.0,11.6,12.4,92.3,56.0,2018
Lawrence County,South Dakota,81.0045788640597,46,81,2.6,726.0,11022.0,23474.0,25234.0,631.0,805.0,467.0,205.0,52245.0,41.9,0.4549,6334.0,34.7,3790.0,15.8,11.8,93.6,214.0,2018
Lincoln County,South Dakota,83.7852200597213,46,83,2.2,159.0,19294.0,52001.0,54914.0,548.0,1099.0,1079.0,143.0,81422.0,34.6,0.4441,14396.0,39.4,4348.0,7.4,3.7,94.8,646.0,2018
Lyman County,South Dakota,76.6549151955594,46,85,6.7,70.0,1404.0,2223.0,3869.0,54.0,93.0,99.0,17.0,53263.0,36.0,0.3831,981.0,19.8,453.0,10.4,22.0,90.1,3.0,2018
McCook County,South Dakota,77.619744762232,46,87,3.8,49.0,2209.0,5262.0,5511.0,74.0,192.0,68.0,26.0,62234.0,40.0,0.3696,1572.0,23.4,581.0,10.4,10.0,87.7,42.0,2018
McPherson County,South Dakota,79.8010072766551,46,89,8.1,28.0,1012.0,2264.0,2364.0,36.0,15.0,24.0,4.0,43804.0,50.0,0.4741,616.0,16.4,201.0,17.2,15.4,83.5,1.0,2018
Marshall County,South Dakota,80.8072985591377,46,91,1.5,54.0,1862.0,4199.0,4895.0,27.0,455.0,92.0,12.0,63594.0,39.7,0.3992,1210.0,24.0,518.0,11.0,8.3,92.2,23.0,2018
Meade County,South Dakota,79.2392461928111,46,93,1.4,139.0,10912.0,24924.0,27424.0,203.0,1156.0,404.0,107.0,59218.0,36.2,0.4036,7617.0,27.2,2856.0,12.5,7.4,94.5,531.0,2018
Mellette County,South Dakota,70.8883456508484,46,95,8.2,29.0,668.0,836.0,2055.0,32.0,102.0,47.0,47.0,31222.0,33.0,0.4925,487.0,13.7,234.0,11.1,48.3,81.1,0.0,2018
Miner County,South Dakota,78.2815414807684,46,97,2.6,17.0,973.0,2152.0,2229.0,35.0,44.0,19.0,5.0,51394.0,44.1,0.4105,638.0,20.2,201.0,13.1,9.1,88.1,21.0,2018
Minnehaha County,South Dakota,78.8607862683588,46,99,3.2,3663.0,75049.0,160346.0,186749.0,5323.0,9067.0,5653.0,640.0,60028.0,34.7,0.4199,46150.0,31.9,27279.0,10.3,10.8,92.2,10095.0,2018
Moody County,South Dakota,79.9781143313565,46,101,4.5,67.0,2636.0,5210.0,6506.0,52.0,276.0,138.0,18.0,58167.0,40.4,0.4317,1728.0,21.0,677.0,11.2,14.9,90.6,7.0,2018
Pennington County,South Dakota,79.6007211850476,46,103,3.8,1789.0,43598.0,90568.0,109294.0,2512.0,5436.0,3217.0,453.0,55024.0,38.6,0.4497,27535.0,30.7,13591.0,13.9,13.4,93.8,1237.0,2018
Perkins County,South Dakota,78.7235332269721,46,105,3.2,38.0,1285.0,2802.0,2907.0,23.0,46.0,39.0,18.0,56850.0,47.0,0.4745,831.0,20.0,343.0,14.9,11.8,93.8,0.0,2018
Potter County,South Dakota,78.7640545200548,46,107,0.8,3.0,998.0,2181.0,2326.0,13.0,68.0,38.0,4.0,53600.0,51.3,0.4337,625.0,21.8,183.0,13.1,7.1,91.4,0.0,2018
Roberts County,South Dakota,77.2294316341203,46,109,6.1,163.0,3824.0,6020.0,10285.0,220.0,342.0,372.0,31.0,50495.0,38.5,0.4686,2566.0,17.2,1220.0,11.1,18.8,88.5,63.0,2018
Sanborn County,South Dakota,79.0553054093784,46,111,3.2,19.0,1051.0,2304.0,2388.0,15.0,87.0,54.0,2.0,54899.0,43.1,0.4543,707.0,19.7,307.0,11.8,10.3,91.6,0.0,2018
Shannon County,South Dakota,65.1762734483588,46,113,,,,,,,,,,,,,,,,,,,,2018
Spink County,South Dakota,79.5563858511016,46,115,2.2,70.0,2635.0,6319.0,6543.0,89.0,200.0,134.0,23.0,52729.0,43.3,0.4709,1653.0,22.2,684.0,12.9,9.5,91.0,5.0,2018
Stanley County,South Dakota,81.0768619024005,46,117,1.6,18.0,1264.0,2586.0,2997.0,18.0,72.0,71.0,0.0,71763.0,41.2,0.3796,992.0,31.3,241.0,8.8,4.7,94.1,0.0,2018
Sully County,South Dakota,80.9709612010482,46,119,0.6,0.0,567.0,1270.0,1331.0,8.0,18.0,24.0,13.0,64028.0,45.5,0.5082,368.0,25.5,100.0,8.9,4.4,95.3,0.0,2018
Todd County,South Dakota,67.4795203315511,46,121,13.2,425.0,2703.0,949.0,10146.0,229.0,437.0,533.0,160.0,24257.0,24.3,0.5517,1903.0,15.8,1522.0,9.1,55.1,77.9,18.0,2018
Tripp County,South Dakota,77.3865966200379,46,123,3.5,57.0,2406.0,4476.0,5468.0,119.0,11.0,179.0,11.0,51027.0,46.4,0.4299,1527.0,21.5,643.0,9.9,19.9,90.6,0.0,2018
Turner County,South Dakota,79.1733265716046,46,125,2.5,92.0,3470.0,8065.0,8264.0,107.0,189.0,162.0,21.0,55380.0,43.0,0.427,2324.0,23.2,764.0,13.6,10.7,93.4,27.0,2018
Union County,South Dakota,80.7888885446257,46,127,1.8,114.0,6463.0,14283.0,15177.0,154.0,456.0,241.0,32.0,69563.0,40.6,0.4502,4208.0,30.4,1893.0,10.1,7.1,91.8,128.0,2018
Walworth County,South Dakota,77.367093298997,46,129,2.8,68.0,2296.0,4375.0,5510.0,106.0,115.0,82.0,3.0,52123.0,43.0,0.4506,1333.0,23.2,572.0,13.8,10.0,90.1,262.0,2018
Yankton County,South Dakota,79.3831734685044,46,135,3.1,429.0,9359.0,20919.0,22717.0,578.0,953.0,620.0,125.0,54694.0,41.8,0.4824,5927.0,28.2,3254.0,14.8,12.6,90.9,360.0,2018
Ziebach County,South Dakota,76.5878804744077,46,137,23.1,79.0,744.0,665.0,2814.0,63.0,11.0,106.0,12.0,37143.0,31.6,0.4554,589.0,16.3,317.0,10.9,41.0,84.1,1.0,2018
Jackson County,South Dakota,73.256974884331,46,71,8.4,81.0,884.0,1292.0,3287.0,49.0,19.0,85.0,10.0,33438.0,30.6,0.4782,647.0,20.5,349.0,12.3,47.7,82.7,3.0,2018
Anderson County,Tennessee,75.2364505197691,47,1,6.0,1202.0,30483.0,69213.0,75775.0,1900.0,2120.0,2127.0,462.0,49376.0,43.3,0.4655,20273.0,23.5,9754.0,18.9,16.2,86.8,2470.0,2018
Bedford County,Tennessee,74.834148416726,47,3,5.1,616.0,16882.0,40019.0,47558.0,1032.0,5709.0,1202.0,206.0,48945.0,37.5,0.4534,12394.0,16.3,5370.0,16.0,15.8,80.8,3495.0,2018
Benton County,Tennessee,72.6489017485876,47,5,7.8,298.0,6786.0,15213.0,16112.0,289.0,277.0,328.0,276.0,33125.0,47.4,0.4704,4024.0,12.6,1633.0,26.9,21.4,80.9,511.0,2018
Bledsoe County,Tennessee,76.7798039652596,47,7,9.3,96.0,4853.0,13216.0,14602.0,174.0,326.0,183.0,186.0,42889.0,44.5,0.4922,3530.0,12.9,1253.0,26.8,20.3,74.9,659.0,2018
Blount County,Tennessee,77.1198067212117,47,9,5.1,1015.0,50159.0,120724.0,128443.0,2264.0,4180.0,2451.0,844.0,54140.0,43.4,0.4611,34664.0,24.0,12474.0,14.4,11.7,89.1,3396.0,2018
Bradley County,Tennessee,76.5657503312675,47,11,6.0,1556.0,39840.0,94477.0,104557.0,2363.0,6217.0,2351.0,612.0,48140.0,39.5,0.4686,27222.0,21.9,13638.0,18.0,16.6,84.3,5123.0,2018
Campbell County,Tennessee,72.4480027690776,47,13,8.6,1089.0,16172.0,38679.0,39687.0,695.0,490.0,1061.0,454.0,38170.0,43.8,0.4893,11104.0,11.9,4812.0,25.1,19.7,75.5,128.0,2018
Cannon County,Tennessee,74.63203571716,47,15,4.9,126.0,5513.0,13417.0,13976.0,224.0,300.0,300.0,91.0,49523.0,42.0,0.4332,3847.0,13.8,1470.0,18.7,15.9,84.1,234.0,2018
Carroll County,Tennessee,73.1298052557656,47,17,6.0,499.0,11062.0,24273.0,28018.0,580.0,715.0,622.0,297.0,40810.0,42.9,0.4667,7436.0,17.2,3005.0,22.3,19.8,82.1,2872.0,2018
Carter County,Tennessee,75.4682421013065,47,19,5.4,924.0,23594.0,54400.0,56391.0,1148.0,1013.0,1340.0,565.0,36589.0,44.9,0.47,15387.0,16.8,7112.0,21.7,23.5,82.8,860.0,2018
Cheatham County,Tennessee,74.365678823662,47,21,4.5,249.0,14952.0,37939.0,39929.0,668.0,1140.0,858.0,223.0,58641.0,40.4,0.3833,10832.0,19.6,3412.0,14.1,11.5,85.0,550.0,2018
Chester County,Tennessee,75.8272302655408,47,23,9.5,200.0,5958.0,14734.0,17150.0,309.0,188.0,473.0,89.0,45667.0,37.5,0.4295,4421.0,16.4,1430.0,14.0,18.5,86.3,1776.0,2018
Claiborne County,Tennessee,73.1368669255634,47,25,8.5,548.0,13238.0,30507.0,31613.0,783.0,394.0,514.0,272.0,36077.0,43.0,0.4802,8617.0,15.2,3926.0,21.4,23.6,80.4,349.0,2018
Clay County,Tennessee,74.1798853617429,47,27,4.4,131.0,3173.0,7280.0,7686.0,114.0,52.0,179.0,24.0,31487.0,48.8,0.4801,2061.0,14.6,798.0,18.7,26.7,80.6,262.0,2018
Cocke County,Tennessee,72.1051447581945,47,29,10.0,463.0,14181.0,33520.0,35336.0,839.0,807.0,936.0,297.0,33614.0,44.9,0.4847,9225.0,10.8,4504.0,23.5,24.9,78.6,737.0,2018
Coffee County,Tennessee,74.2246932036036,47,31,5.5,508.0,21626.0,49509.0,54531.0,1202.0,2283.0,1294.0,294.0,47998.0,40.1,0.4443,14686.0,19.6,7051.0,17.9,14.1,86.3,1418.0,2018
Crockett County,Tennessee,74.2798846498026,47,33,5.2,160.0,5335.0,11426.0,14499.0,297.0,1515.0,358.0,115.0,42047.0,40.4,0.4391,3540.0,13.0,1628.0,18.9,19.3,81.1,1918.0,2018
Cumberland County,Tennessee,76.7089613192189,47,35,6.8,742.0,25347.0,56795.0,58634.0,1054.0,1731.0,1363.0,501.0,43893.0,50.7,0.434,17266.0,18.3,5564.0,22.5,15.2,86.0,328.0,2018
Davidson County,Tennessee,77.0651125769238,47,37,4.6,15507.0,277903.0,436135.0,684017.0,26650.0,69634.0,21513.0,3168.0,56507.0,34.3,0.4844,155835.0,40.3,127504.0,11.6,16.4,88.6,187189.0,2018
Decatur County,Tennessee,74.3367268450166,47,39,8.9,148.0,4623.0,10876.0,11683.0,241.0,198.0,201.0,100.0,40233.0,45.8,0.5178,3131.0,12.8,1087.0,19.1,19.4,83.5,438.0,2018
DeKalb County,Tennessee,73.8468129463368,47,41,5.1,230.0,7487.0,18447.0,19601.0,229.0,1574.0,419.0,105.0,44134.0,41.2,0.5013,5273.0,15.7,2324.0,16.2,17.5,79.9,293.0,2018
Dickson County,Tennessee,74.7996863225485,47,43,4.0,662.0,18978.0,48045.0,51988.0,758.0,1783.0,1047.0,315.0,50549.0,39.4,0.4571,12762.0,15.4,5129.0,16.3,14.3,83.1,2164.0,2018
Dyer County,Tennessee,73.5725024771259,47,45,7.7,591.0,15180.0,30899.0,37576.0,1036.0,1254.0,1384.0,119.0,43762.0,40.1,0.4912,10766.0,16.9,5748.0,19.5,18.5,82.7,4893.0,2018
Fayette County,Tennessee,77.3990400238853,47,47,6.8,473.0,15410.0,27653.0,39692.0,420.0,1034.0,718.0,221.0,59017.0,45.4,0.4769,11424.0,21.7,3133.0,15.7,13.9,86.6,10892.0,2018
Fentress County,Tennessee,73.1716490391199,47,49,7.0,377.0,7403.0,17602.0,17994.0,326.0,269.0,300.0,323.0,35084.0,45.0,0.4451,5064.0,13.6,1728.0,24.0,21.8,79.8,30.0,2018
Franklin County,Tennessee,75.811285178643,47,51,4.6,362.0,16431.0,37381.0,41512.0,709.0,1362.0,723.0,363.0,49038.0,41.9,0.4761,11155.0,20.7,4209.0,19.7,14.8,87.2,2139.0,2018
Gibson County,Tennessee,73.4770820045937,47,53,6.6,948.0,19223.0,38399.0,49175.0,1248.0,1317.0,1648.0,294.0,41886.0,40.1,0.4528,12989.0,17.8,5878.0,19.5,17.1,84.9,8718.0,2018
Giles County,Tennessee,74.7164258005789,47,55,6.1,418.0,11496.0,25122.0,29167.0,540.0,663.0,753.0,136.0,47528.0,43.4,0.4303,7883.0,15.1,3413.0,17.6,14.7,85.4,2917.0,2018
Grainger County,Tennessee,73.9007288163738,47,57,6.5,107.0,8948.0,22501.0,23013.0,312.0,742.0,300.0,302.0,42997.0,44.6,0.4268,6593.0,10.6,1936.0,23.8,18.5,79.0,94.0,2018
Greene County,Tennessee,74.2320211364553,47,59,6.5,811.0,27244.0,65069.0,68669.0,1302.0,1919.0,1544.0,444.0,40138.0,44.5,0.473,18208.0,15.3,7377.0,23.7,17.0,83.6,1459.0,2018
Grundy County,Tennessee,71.6342438193142,47,61,8.5,166.0,4838.0,11310.0,13331.0,143.0,164.0,304.0,109.0,36987.0,43.2,0.4792,3534.0,12.1,1097.0,24.8,24.3,75.7,89.0,2018
Hamblen County,Tennessee,74.6173406014161,47,63,7.9,874.0,24411.0,56020.0,63740.0,1750.0,7374.0,1259.0,447.0,42589.0,40.4,0.4486,16485.0,16.1,8206.0,18.7,19.5,81.3,2756.0,2018
Hamilton County,Tennessee,77.5221304457109,47,65,5.5,7407.0,140890.0,269435.0,357546.0,10545.0,19538.0,8312.0,2269.0,53035.0,39.6,0.4826,85591.0,31.2,50950.0,14.1,13.7,89.2,69465.0,2018
Hancock County,Tennessee,72.3135905872997,47,67,8.4,101.0,2809.0,6439.0,6585.0,76.0,55.0,145.0,135.0,28990.0,44.6,0.4887,1778.0,11.5,578.0,27.1,25.8,76.3,37.0,2018
Hardeman County,Tennessee,74.2654626543752,47,69,13.3,343.0,8907.0,14240.0,25562.0,480.0,442.0,581.0,282.0,38651.0,40.5,0.4384,6006.0,11.4,2443.0,19.3,20.8,79.1,10642.0,2018
Hardin County,Tennessee,73.3280121868648,47,71,7.9,360.0,10267.0,24279.0,25771.0,558.0,642.0,584.0,307.0,39798.0,45.3,0.4731,7241.0,13.9,2732.0,18.0,20.5,80.4,1082.0,2018
Hawkins County,Tennessee,74.5806234153781,47,73,7.0,808.0,23330.0,54125.0,56402.0,1362.0,841.0,1469.0,624.0,40335.0,44.6,0.466,15861.0,14.0,6143.0,22.7,19.0,83.7,794.0,2018
Haywood County,Tennessee,74.4368081962321,47,75,7.2,511.0,7100.0,8006.0,17779.0,651.0,779.0,635.0,227.0,38362.0,40.4,0.4846,4722.0,12.6,2813.0,18.1,19.6,82.1,9005.0,2018
Henderson County,Tennessee,74.0872456589328,47,77,7.8,389.0,10671.0,24937.0,27859.0,548.0,625.0,490.0,322.0,42430.0,41.4,0.4365,7039.0,13.8,2791.0,18.6,19.4,81.2,2174.0,2018
Henry County,Tennessee,74.3159079649787,47,79,6.7,479.0,13406.0,28896.0,32279.0,517.0,803.0,965.0,206.0,40837.0,45.4,0.4462,9138.0,17.1,3156.0,21.5,19.8,86.0,2736.0,2018
Hickman County,Tennessee,74.2304385289185,47,81,4.9,211.0,8667.0,22723.0,24678.0,338.0,596.0,394.0,260.0,41998.0,40.8,0.4816,5807.0,11.0,1645.0,20.1,18.1,79.7,1230.0,2018
Houston County,Tennessee,73.8998178142766,47,83,5.8,59.0,2943.0,7581.0,8176.0,95.0,50.0,104.0,99.0,43964.0,43.7,0.461,1972.0,10.6,618.0,22.7,15.9,76.8,320.0,2018
Humphreys County,Tennessee,73.9424745059468,47,85,6.4,145.0,6858.0,17155.0,18318.0,358.0,436.0,275.0,169.0,41510.0,41.6,0.4542,4233.0,13.3,1612.0,22.1,18.0,84.5,435.0,2018
Jackson County,Tennessee,74.1156746813034,47,87,7.9,108.0,4543.0,11137.0,11615.0,134.0,234.0,234.0,133.0,36703.0,46.6,0.4442,2918.0,9.0,1096.0,23.5,19.7,78.5,82.0,2018
Jefferson County,Tennessee,75.6926663880154,47,89,5.9,408.0,19910.0,50837.0,53247.0,877.0,1908.0,882.0,244.0,47264.0,43.4,0.4559,14040.0,16.4,5141.0,20.1,14.0,84.5,961.0,2018
Johnson County,Tennessee,74.897135067152,47,91,3.8,259.0,6858.0,16768.0,17789.0,291.0,352.0,203.0,201.0,34151.0,46.1,0.4811,4579.0,11.3,1536.0,23.6,23.5,79.6,584.0,2018
Knox County,Tennessee,76.4663194388255,47,93,4.8,8689.0,183318.0,389831.0,456185.0,13704.0,18777.0,10867.0,2594.0,54437.0,37.3,0.4836,113989.0,36.7,65025.0,12.5,15.2,91.0,40310.0,2018
Lake County,Tennessee,72.5973266341336,47,95,9.8,275.0,2203.0,5112.0,7526.0,115.0,169.0,251.0,73.0,34966.0,40.2,0.5398,1469.0,10.4,941.0,23.1,26.9,73.5,2190.0,2018
Lauderdale County,Tennessee,73.2378568958492,47,97,8.3,929.0,9754.0,16395.0,26297.0,978.0,642.0,1249.0,214.0,37915.0,38.2,0.4361,6777.0,8.8,4129.0,22.4,22.3,77.0,8804.0,2018
Lawrence County,Tennessee,74.1793909039415,47,99,8.7,576.0,16131.0,41010.0,42937.0,807.0,892.0,1218.0,600.0,41553.0,39.4,0.445,11378.0,12.5,4176.0,18.6,19.0,82.5,746.0,2018
Lewis County,Tennessee,74.3097814114503,47,101,3.7,237.0,4758.0,11407.0,11956.0,113.0,268.0,352.0,173.0,37139.0,43.9,0.4234,3331.0,11.5,1039.0,18.4,20.3,84.6,195.0,2018
Lincoln County,Tennessee,75.1829680119494,47,103,4.9,694.0,13636.0,30196.0,33711.0,795.0,1154.0,1130.0,359.0,45736.0,43.1,0.4314,9232.0,18.8,3646.0,19.5,15.9,83.1,2371.0,2018
Loudon County,Tennessee,77.0810426229195,47,105,5.4,727.0,20215.0,48775.0,51610.0,701.0,4393.0,795.0,248.0,56078.0,47.5,0.4496,14601.0,26.3,4702.0,15.2,11.9,85.7,522.0,2018
McMinn County,Tennessee,74.4761567063103,47,107,7.0,710.0,20427.0,48645.0,52773.0,1390.0,2041.0,1157.0,451.0,41398.0,42.7,0.492,13485.0,15.8,5253.0,19.0,19.6,84.8,2018.0,2018
McNairy County,Tennessee,73.0882707018068,47,109,12.3,359.0,10022.0,23731.0,25903.0,359.0,529.0,572.0,266.0,36055.0,42.9,0.4609,6694.0,12.7,2728.0,19.3,20.7,81.0,1521.0,2018
Macon County,Tennessee,73.8861722539318,47,111,4.4,138.0,9202.0,22633.0,23487.0,287.0,1212.0,611.0,195.0,36246.0,39.4,0.4612,6512.0,10.0,2459.0,19.7,17.9,78.8,72.0,2018
Madison County,Tennessee,75.9176198261709,47,113,5.1,2720.0,37729.0,57277.0,97682.0,3667.0,3692.0,3449.0,524.0,46223.0,38.2,0.472,24941.0,25.9,14168.0,14.8,19.4,88.3,36549.0,2018
Marion County,Tennessee,74.0642241805815,47,115,5.2,334.0,11582.0,26522.0,28417.0,499.0,498.0,718.0,306.0,48024.0,43.1,0.4482,8256.0,11.6,2938.0,21.3,18.2,81.1,603.0,2018
Marshall County,Tennessee,75.1043982887293,47,117,6.2,348.0,12335.0,28913.0,32269.0,455.0,1643.0,916.0,211.0,49370.0,39.0,0.4216,8628.0,14.3,3609.0,16.6,14.7,84.8,2373.0,2018
Maury County,Tennessee,76.0003163092278,47,119,5.2,981.0,33572.0,75671.0,89776.0,2110.0,5086.0,2254.0,397.0,54249.0,38.8,0.4373,23905.0,21.8,10542.0,14.1,12.4,89.4,10408.0,2018
Meigs County,Tennessee,72.8923991762914,47,121,9.4,134.0,4790.0,11520.0,11962.0,242.0,241.0,201.0,109.0,43250.0,44.7,0.4384,3318.0,10.5,948.0,19.5,17.0,84.5,236.0,2018
Monroe County,Tennessee,74.7281021353642,47,123,9.2,350.0,17694.0,43427.0,45876.0,597.0,1975.0,769.0,373.0,38327.0,43.6,0.4462,12478.0,12.8,4250.0,20.3,19.3,78.9,958.0,2018
Montgomery County,Tennessee,76.030985548944,47,125,7.1,2291.0,70303.0,139288.0,196387.0,5222.0,19483.0,6100.0,598.0,55972.0,30.6,0.4204,50316.0,27.2,28631.0,14.6,13.5,92.5,39308.0,2018
Moore County,Tennessee,78.7627865852275,47,127,4.7,27.0,2602.0,5899.0,6322.0,55.0,13.0,118.0,51.0,52294.0,45.3,0.4608,1903.0,20.7,443.0,14.4,7.9,85.6,84.0,2018
Morgan County,Tennessee,74.3270453477325,47,129,7.7,173.0,7517.0,20293.0,21596.0,316.0,273.0,468.0,207.0,40166.0,41.1,0.4569,5464.0,7.3,1541.0,22.2,22.0,81.3,1093.0,2018
Obion County,Tennessee,75.027462512094,47,131,6.3,648.0,12715.0,25980.0,30520.0,643.0,1285.0,925.0,239.0,39866.0,43.0,0.4669,8534.0,14.9,4071.0,21.5,22.7,83.4,3072.0,2018
Overton County,Tennessee,73.687728140296,47,133,4.0,353.0,8974.0,21473.0,22004.0,225.0,304.0,535.0,294.0,36558.0,42.9,0.4489,5956.0,13.1,1842.0,15.8,17.0,79.6,139.0,2018
Perry County,Tennessee,73.2357373035551,47,135,8.3,82.0,3317.0,7459.0,7912.0,136.0,192.0,185.0,94.0,34634.0,43.0,0.6254,2352.0,11.5,672.0,19.2,30.3,74.2,274.0,2018
Pickett County,Tennessee,74.9731586460772,47,137,4.1,48.0,2218.0,5051.0,5088.0,13.0,27.0,68.0,50.0,41004.0,49.7,0.4243,1617.0,8.7,411.0,21.3,17.2,76.3,26.0,2018
Polk County,Tennessee,73.6493052044863,47,139,8.1,197.0,7096.0,16168.0,16782.0,363.0,335.0,430.0,165.0,41818.0,45.3,0.457,5010.0,11.0,1858.0,17.8,16.4,80.3,37.0,2018
Putnam County,Tennessee,76.1854485059297,47,141,6.2,1299.0,31110.0,71568.0,76440.0,2690.0,4721.0,2130.0,519.0,40888.0,36.3,0.4896,19330.0,25.4,12231.0,14.9,19.5,86.0,1716.0,2018
Rhea County,Tennessee,74.0481685205076,47,143,7.7,582.0,12342.0,30802.0,32628.0,678.0,1614.0,705.0,160.0,39451.0,40.2,0.4685,8052.0,15.2,3670.0,20.5,21.9,78.3,732.0,2018
Roane County,Tennessee,74.8873558659763,47,145,7.3,799.0,20963.0,49726.0,52897.0,830.0,940.0,673.0,343.0,50003.0,46.3,0.4755,13930.0,19.5,4892.0,20.3,15.0,88.2,1282.0,2018
Robertson County,Tennessee,75.6559415727246,47,147,6.0,590.0,25388.0,61017.0,69344.0,1171.0,4673.0,1714.0,359.0,61774.0,39.1,0.4163,19578.0,18.6,6355.0,14.7,11.6,87.5,4883.0,2018
Rutherford County,Tennessee,77.786748569894,47,149,4.8,2276.0,109468.0,237854.0,307128.0,7494.0,23900.0,8007.0,875.0,63846.0,33.3,0.4084,76810.0,32.0,37796.0,10.7,11.8,91.2,44030.0,2018
Scott County,Tennessee,72.3963603901572,47,151,9.0,319.0,8703.0,21521.0,21954.0,489.0,195.0,730.0,192.0,35453.0,38.9,0.4477,5938.0,9.4,2700.0,25.9,22.3,78.8,116.0,2018
Sequatchie County,Tennessee,75.8304732230564,47,153,5.6,103.0,5441.0,14305.0,14730.0,154.0,517.0,219.0,110.0,51750.0,43.3,0.3972,4174.0,14.6,1285.0,23.0,16.6,82.5,28.0,2018
Sevier County,Tennessee,75.8265211721179,47,155,5.7,761.0,36945.0,91233.0,96287.0,2018.0,5612.0,2164.0,511.0,45943.0,42.7,0.4285,25609.0,17.1,11768.0,17.6,15.0,83.9,724.0,2018
Shelby County,Tennessee,75.3998003178026,47,157,7.7,25129.0,350260.0,368340.0,937005.0,41216.0,58537.0,37331.0,5952.0,49782.0,35.4,0.5106,218784.0,31.1,156381.0,12.6,20.6,88.2,501627.0,2018
Smith County,Tennessee,74.9306641869128,47,159,3.6,174.0,7584.0,18492.0,19458.0,200.0,511.0,474.0,162.0,46404.0,40.7,0.4966,5346.0,12.4,1950.0,17.5,14.9,85.1,512.0,2018
Stewart County,Tennessee,74.9100269852344,47,161,7.2,91.0,5246.0,12516.0,13301.0,151.0,370.0,256.0,82.0,42269.0,44.5,0.4051,3596.0,14.9,1423.0,20.9,16.5,85.6,151.0,2018
Sullivan County,Tennessee,75.6086472375596,47,163,6.2,2853.0,66239.0,148189.0,156734.0,3079.0,2867.0,3764.0,1331.0,43442.0,44.9,0.477,43087.0,22.8,18541.0,20.8,16.6,86.6,3063.0,2018
Sumner County,Tennessee,78.0137773363295,47,165,3.9,1827.0,65645.0,157397.0,179473.0,3312.0,8434.0,3870.0,648.0,64631.0,39.6,0.4427,47700.0,26.9,17432.0,14.0,9.5,89.9,12715.0,2018
Tipton County,Tennessee,75.112757030814,47,167,7.7,670.0,21325.0,47936.0,61446.0,1097.0,1675.0,1677.0,231.0,60167.0,37.5,0.4439,16385.0,16.7,6335.0,16.0,13.9,86.9,11113.0,2018
Trousdale County,Tennessee,74.391886185404,47,169,9.7,74.0,3054.0,8152.0,9573.0,156.0,65.0,137.0,25.0,52864.0,36.0,0.4022,2010.0,16.8,766.0,18.1,15.9,80.2,911.0,2018
Unicoi County,Tennessee,73.9188869392386,47,171,9.2,228.0,7521.0,17156.0,17780.0,536.0,824.0,495.0,189.0,39851.0,46.6,0.4441,4983.0,14.8,2167.0,23.6,21.1,84.6,65.0,2018
Union County,Tennessee,74.0313265476972,47,173,8.6,211.0,7126.0,18851.0,19293.0,348.0,303.0,326.0,141.0,41352.0,42.3,0.4628,5381.0,8.5,1812.0,18.9,21.6,76.2,86.0,2018
Van Buren County,Tennessee,74.0683134465296,47,175,11.8,69.0,2163.0,5523.0,5704.0,20.0,58.0,63.0,70.0,37127.0,47.1,0.4102,1551.0,8.5,364.0,25.1,19.0,79.9,13.0,2018
Warren County,Tennessee,74.1970236940209,47,177,6.1,679.0,15655.0,37141.0,40454.0,928.0,3612.0,973.0,408.0,37715.0,40.2,0.484,10190.0,14.0,4797.0,20.6,22.9,79.1,603.0,2018
