County,State,mean_life_expectancy,State_FIPS,County_FIPS,high_school_only_percentage
Pierce County,Wisconsin,80.9970310138599,55,093,33.7
Polk County,Wisconsin,79.0016235255989,55,095,39.1
Portage County,Wisconsin,81.03432000843,55,097,32.7
Price County,Wisconsin,78.3151376210616,55,099,41.1
Racine County,Wisconsin,78.2855632504309,55,101,31.4
Richland County,Wisconsin,80.3185350302211,55,103,41.4
Rock County,Wisconsin,78.1478630738821,55,105,36.5
Rusk County,Wisconsin,78.0296873113267,55,107,42.8
Saint Croix County,Wisconsin,80.4619811230763,55,109,26.8
Sauk County,Wisconsin,79.0193168128181,55,111,36.6
Sawyer County,Wisconsin,77.2402863616944,55,113,34.8
Shawano County,Wisconsin,78.6056336395942,55,115,45.0
Sheboygan County,Wisconsin,79.3687325981233,55,117,36.9
Taylor County,Wisconsin,80.8729528204231,55,119,46.1
Trempealeau County,Wisconsin,79.2883989402212,55,121,39.3
Vernon County,Wisconsin,79.9344894449514,55,123,38.0
Vilas County,Wisconsin,78.5829244599362,55,125,31.2
Walworth County,Wisconsin,79.2352011481313,55,127,31.6
Washburn County,Wisconsin,78.1955627023953,55,129,37.9
Washington County,Wisconsin,80.8283113335919,55,131,30.4
Waukesha County,Wisconsin,81.5217643288338,55,133,24.2
Waupaca County,Wisconsin,77.4422040309649,55,135,43.1
Waushara County,Wisconsin,78.8153167712194,55,137,41.8
Winnebago County,Wisconsin,79.6951898521551,55,139,34.0
Wood County,Wisconsin,79.627411991006,55,141,38.9
Albany County,Wyoming,80.6844836693276,56,001,16.8
Big Horn County,Wyoming,76.351728839995,56,003,29.9
Campbell County,Wyoming,77.6522464906549,56,005,34.9
Carbon County,Wyoming,77.331722864162,56,007,34.8
Converse County,Wyoming,78.1704764919526,56,009,37.9
Crook County,Wyoming,79.626653479354,56,011,32.6
Fremont County,Wyoming,74.6866943224855,56,013,32.5
Goshen County,Wyoming,79.2442814050136,56,015,29.7
Hot Springs County,Wyoming,75.6109926819899,56,017,27.6
Johnson County,Wyoming,79.1154311465363,56,019,33.2
Laramie County,Wyoming,78.2769910068228,56,021,26.5
Lincoln County,Wyoming,79.754966540525,56,023,31.3
Natrona County,Wyoming,77.2252447425136,56,025,29.1
Niobrara County,Wyoming,78.0781736070787,56,027,27.7
Park County,Wyoming,80.0746435348961,56,029,25.5
Platte County,Wyoming,78.5702286558075,56,031,32.3
Sheridan County,Wyoming,77.8826475957536,56,033,24.9
Sublette County,Wyoming,81.5624772714793,56,035,37.5
Sweetwater County,Wyoming,77.6215881472746,56,037,34.1
Teton County,Wyoming,84.7784156039297,56,039,15.8
Uinta County,Wyoming,77.372367014438,56,041,36.6
Washakie County,Wyoming,77.9474552752902,56,043,30.8
Weston County,Wyoming,78.8808104326203,56,045,32.7
