County,State,mean_life_expectancy,State_FIPS,County_FIPS,Disability Rate
Polk County,Wisconsin,79.3034450271349,55,095,11.8
Portage County,Wisconsin,81.0809608638312,55,097,10.2
Price County,Wisconsin,78.7163173351422,55,099,14.1
Racine County,Wisconsin,78.7490571510234,55,101,11.7
Richland County,Wisconsin,80.4223663835208,55,103,12.4
Rock County,Wisconsin,78.3915876776802,55,105,13.9
Rusk County,Wisconsin,78.2777598189024,55,107,14.3
Saint Croix County,Wisconsin,80.4431591005339,55,109,8.6
Sauk County,Wisconsin,79.2112221951112,55,111,12.6
Sawyer County,Wisconsin,77.5176205264418,55,113,14.5
Shawano County,Wisconsin,79.0253245980462,55,115,11.5
Sheboygan County,Wisconsin,79.5806602705683,55,117,10.6
Taylor County,Wisconsin,81.0500138431564,55,119,11.6
Trempealeau County,Wisconsin,79.8020544850509,55,121,10.8
Vernon County,Wisconsin,80.148066285837,55,123,10.8
Vilas County,Wisconsin,78.9571973507537,55,125,17.7
Walworth County,Wisconsin,79.3232003178124,55,127,10.6
Washburn County,Wisconsin,78.302647564454,55,129,15.5
Washington County,Wisconsin,81.0747217598621,55,131,9.7
Waukesha County,Wisconsin,81.5560399777802,55,133,9.2
Waupaca County,Wisconsin,77.655575728274,55,135,12.8
Waushara County,Wisconsin,79.1325017530388,55,137,15.9
Winnebago County,Wisconsin,79.8452249315683,55,139,10.9
Wood County,Wisconsin,80.0330297508652,55,141,10.8
Albany County,Wyoming,80.6336671563686,56,001,8.7
Big Horn County,Wyoming,76.8367979163131,56,003,15.1
Campbell County,Wyoming,77.7763233829179,56,005,9.4
Carbon County,Wyoming,77.4330230859596,56,007,13.6
Converse County,Wyoming,78.3309947591098,56,009,12.0
Crook County,Wyoming,79.4723943780347,56,011,16.7
Fremont County,Wyoming,75.1579814890528,56,013,14.7
Goshen County,Wyoming,79.4621092427758,56,015,13.5
Hot Springs County,Wyoming,75.9062401312268,56,017,17.4
Johnson County,Wyoming,78.9682845336371,56,019,12.7
Laramie County,Wyoming,78.718785447225,56,021,12.6
Lincoln County,Wyoming,80.1146712433087,56,023,11.5
Natrona County,Wyoming,77.4379329693828,56,025,11.6
Niobrara County,Wyoming,78.9481926028543,56,027,16.4
Park County,Wyoming,79.8526985623217,56,029,11.6
Platte County,Wyoming,78.8968193277686,56,031,14.2
Sheridan County,Wyoming,78.1365706810367,56,033,13.4
Sublette County,Wyoming,81.5596566761457,56,035,9.9
Sweetwater County,Wyoming,77.8513416966563,56,037,11.5
Teton County,Wyoming,84.3699257444168,56,039,6.3
Uinta County,Wyoming,78.0010029590245,56,041,13.1
Washakie County,Wyoming,78.3230940138913,56,043,18.1
Weston County,Wyoming,79.1554538565549,56,045,12.7
