County,State,mean_life_expectancy,State_FIPS,County_FIPS,Unemployment Rate
Ozaukee County,Wisconsin,81.7124906703612,55,089,4.5
Pepin County,Wisconsin,80.9366161091266,55,091,4.6
Pierce County,Wisconsin,80.9128680648275,55,093,3.6
Polk County,Wisconsin,79.1176483125789,55,095,6.8
Portage County,Wisconsin,81.1064794104629,55,097,7.2
Price County,Wisconsin,78.4590878609328,55,099,4.6
Racine County,Wisconsin,78.478104054416,55,101,8.4
Richland County,Wisconsin,80.3566231133799,55,103,4.8
Rock County,Wisconsin,78.2931682525785,55,105,8.5
Rusk County,Wisconsin,78.0870269241538,55,107,5.9
Saint Croix County,Wisconsin,80.5119872276099,55,109,4.6
Sauk County,Wisconsin,79.0085877852648,55,111,5.5
Sawyer County,Wisconsin,77.293703437963,55,113,9.8
Shawano County,Wisconsin,78.7832593978629,55,115,5.4
Sheboygan County,Wisconsin,79.4878149231489,55,117,5.8
Taylor County,Wisconsin,80.896233970902,55,119,5.5
Trempealeau County,Wisconsin,79.4954623302384,55,121,3.6
Vernon County,Wisconsin,79.9992122617815,55,123,4.0
Vilas County,Wisconsin,78.7113328860395,55,125,8.0
Walworth County,Wisconsin,79.3358157274472,55,127,7.2
Washburn County,Wisconsin,78.2196691887659,55,129,6.6
Washington County,Wisconsin,80.8336529676962,55,131,4.5
Waukesha County,Wisconsin,81.4820301574394,55,133,4.2
Waupaca County,Wisconsin,77.6001306099238,55,135,5.7
Waushara County,Wisconsin,79.0077023465867,55,137,7.2
Winnebago County,Wisconsin,79.706424411317,55,139,4.7
Wood County,Wisconsin,79.7341395489866,55,141,6.6
Albany County,Wyoming,80.6009279265091,56,001,4.7
Big Horn County,Wyoming,76.5513002693363,56,003,4.4
Campbell County,Wyoming,77.6730990551484,56,005,4.0
Carbon County,Wyoming,77.5384356535816,56,007,4.3
Converse County,Wyoming,78.3293718461603,56,009,5.1
Crook County,Wyoming,79.5709408158156,56,011,4.1
Fremont County,Wyoming,75.0653791801195,56,013,7.8
Goshen County,Wyoming,79.3856905489578,56,015,6.8
Hot Springs County,Wyoming,75.7139707306142,56,017,3.3
Johnson County,Wyoming,79.042704593611,56,019,3.6
Laramie County,Wyoming,78.4185350280401,56,021,5.0
Lincoln County,Wyoming,79.658888143846,56,023,6.4
Natrona County,Wyoming,77.2626065177687,56,025,5.1
Niobrara County,Wyoming,78.4490993035294,56,027,1.6
Park County,Wyoming,80.0963500014604,56,029,3.8
Platte County,Wyoming,78.7394495338508,56,031,2.4
Sheridan County,Wyoming,78.2138708651416,56,033,3.4
Sublette County,Wyoming,81.7004154188053,56,035,5.4
Sweetwater County,Wyoming,77.7777711776297,56,037,5.4
Teton County,Wyoming,84.4343737361296,56,039,2.6
Uinta County,Wyoming,77.6688395470736,56,041,4.4
Washakie County,Wyoming,78.1778955130892,56,043,6.8
Weston County,Wyoming,79.1357503560445,56,045,5.2
